Topic,Count,Name,Representation,Representative_Docs
10,84,10_murderer_killer_homicide_innocent,"['murderer', 'killer', 'homicide', 'innocent', 'shot', 'heroic', 'violence', 'hanged', 'kills', 'violent']","[""So I just read that Luis Mangione didn't have United Health Care. I didn't think our society could get any lower than it is, but I was wrong. Leftists are openly celebrating the murder of another human being."", 'Kyle Rittenhouse never murdered anybody. He bravely defended his life against violent criminals attacking him. He did absolutely nothing wrong. But Mangione did absolutely everything wrong. He laid in ambush and murdered an innocent man by shooting them in the back like a coward.', 'Mangione shot an innocent man in the back? You know that?']"
11,81,11_celebrating_murderer_healthcare_celebrate,"['celebrating', 'murderer', 'healthcare', 'celebrate', 'death', 'killed', 'died', 'trump', 'obamacare', 'democrats']","['Charlamage the God chimes in on the murder of UnitedHealthcare CEO Brian Thompson, questions why people are celebrating it.\n\n""I don\'t understand why people are celebrating him being killed because like I said yesterday, he\'s dead. His kids don\'t got no father.""', 'Let’s get this straight. \n\nSince the left is actually celebrating the death of United Healthcare’s CEO Brian Thompson, the lack of outcry for gun control is deafening. \n\nIf they really mean what they say, the left has to change their whole stance on guns. \n\nOr is it a…', 'I DON’T CARE IF YOU LIKE SOMEONE OR NOT, CELEBRATING OR WISHING DEATH ON A PERSON IS JUST EVIL! Left-Wing Journalists Celebrate Murder of Health Insurance CEO Brian Thompson']"
12,81,12_kyle_coward_nick_cowardly,"['kyle', 'coward', 'nick', 'cowardly', 'defending', 'defended', 'violent', 'killed', 'shot', 'innocent']","['Kyle was a hero who defended himself against attackers. Luigi murdered an innocent man in cold blood. Where’s the comparison?', 'Kyle took out democrats pedophile terrorists that were trying to murder or rape him. Luigi shot an unarmed man in the back. Luigi is a coward just like you are', ""There's a difference between shooting someone in self-defense face to face like Kyle Rittenhouse did. Your hero Luigi shot an unarmed man in the back like a coward. Watch the videos of both.""]"
13,75,13_healthcare_ceos_care_rich,"['healthcare', 'ceos', 'care', 'rich', 'customer', 'health', 'fixing', 'insurance', 'meanwhile', 'raise']","['Every meeting in BT’s world was about driving down the cost of care and fixing the exact problems Luigi was talking about. Witty hates the current state of US healthcare and he charged BT with fixing it because BT got shit done. The entire system needs to be reformed.', 'Luigi grew up in privilege, was never even a customer of UHC, apparently did get treatment for his back.\n\nBrian Thompson grew up middle class and made his own way.\n\nLiberals are cheering on a coddled rich kid who murdered a good guy who worked for everything he had.', 'Luigi has raised 30 grand already in 7 days. It has taken us several months to reach 30 grand for children and veterans. This is so disappointing when we work so hard helping and healing people. I will never understand why bad people always get the help and good people suffer.…']"
14,72,14_taylor_lorenz_evil_joyful,"['taylor', 'lorenz', 'evil', 'joyful', 'murderer', 'disturbing', 'laughing', 'joy', 'death', 'upset']","['Disturbing! How does this make anyone feel “joyful”?\n\nTaylor Lorenz is laughing over Brian Thompson’s death and says it brings her joy. Piers is having no part of it! Disgusting that anyone would feel this way!', 'PURE EVIL: “There are no words to describe how sick and evil Taylor Lorenz is. She literally laughed and says she felt ""joy"" when Brian Thompson was killed. — Taylor Lorenz is a heartless, disgusting subhuman piece of trash.”\n#LuigManigone', 'PURE EVIL: There are no words to describe how sick and evil Taylor Lorenz is. She literally laughed and says she felt ""joy"" when Brian Thompson was killed.\n\nTaylor Lorenz is a heartless, disgusting subhuman piece of trash.']"
15,71,15_insurance_insurer_healthcare_heartbreaking,"['insurance', 'insurer', 'healthcare', 'heartbreaking', 'condolences', 'health', 'killer', 'medical', 'policy', 'husband']","['The wife of murdered health care CEO Brian Thompson gives heartbreaking statement to FOX News Digital just hours after the heinous crime, remembering him as “incredibly loving.', '‘WE ARE SHATTERED’: The wife of murdered health care CEO Brian Thompson gives heartbreaking statement to FOX News Digital just hours after the heinous crime, remembering him as “incredibly loving.""', ""Whatever you may think of Mr. Brian Thompson, his company, or the health insurance industry in general, I'm sure decent people can agree that this act is heinous, and Mr. Thompson & his associates, friends & family don't deserve this.\n\nCondolences 🙏 to Mr. Thompson's family.""]"
16,55,16_condolences_brianthompson_deceased_rip,"['condolences', 'brianthompson', 'deceased', 'rip', 'tragic', 'prayers', 'pray', 'sad', 'family', 'praying']","['This world is insane. My prayers and condolences go out to his family. \n\n#Unitedhealthcare #brianthompson', 'Very sad. My prayers and condolences to Brian Thompson’s family whose father and husband was taken from.', 'RIP. Thoughts and prayers to his family.']"
17,45,17_murderer_murdering_killed_sympathy,"['murderer', 'murdering', 'killed', 'sympathy', 'innocent', 'monster', 'crimes', 'violence', 'blooded', 'insane']","['i haven’t said shit about that Luigi case because i wanted all the facts and now that I have them . Why people are gunning for a MURDERER to be free is insane to me ! He killed a man that had a family , the healthcare system is still fucked up like ..', 'One randomly killed a man because ""the system""\n\nTwo killed people in defense of themselves and others in imminent danger from the people killed. \n\nThe CEO posed no threat and harmed no one. Luigi was in no danger and neither was anyone else.', 'What is wrong with you people??!!\nA cold blooded chicken shit murderer kills another human being and you are mad at the McDonald’s employee for doing the correct thing. Imagine if it was your brother, father, or friend that was killed. Anyone that supports Luigi is an insane!']"
18,35,18_luigimangione_boomers_dumbfuck_raised,"['luigimangione', 'boomers', 'dumbfuck', 'raised', 'murdering', 'justice', 'cope', 'brianthompson', 'killer', 'killed']","['The full circle. (Someone killed Brian).\n\n- DDD pumped. \n- LUIGI pumped (today).\n\nThen finally comes back to who died and why, do the people seek Justice?\n\n- JUSTICE FOR BRIAN THOMPSON (the finale).', 'JFC what kind of psychos are being raised? The man was a father, whose children now don\'t have one for Christmas nor any Christmas from here out. Wtf. They find that ""acceptable""? People are just gross anymore. No thinking skills.', 'Only ""the idiot class"" would applaud a murdering scumbag like #LuigiMangione but we are indeed living in the Age of Idiocy!\n\nI wonder how many of these f**king morons in the #SNL audience would be squealing for Luigi if it was their father that this motherf*cker had murdered?']"
19,26,19_iowa_graduated_employees_companies,"['iowa', 'graduated', 'employees', 'companies', 'manager', 'grew', 'corporate', 'company', 'jewell', 'beautician']","['Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator', 'This is who Luigi shot\n\n""Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really…', 'Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really proud when he graduated…']"
