Topic,Count,Name,Representation,Representative_Docs
10,164,10_insurance_healthcare_deaths_health,"['insurance', 'healthcare', 'deaths', 'health', 'policy', 'medical', 'profits', 'died', 'coverage', 'mourn']","[""wait, I'm sorry - today we mourn the deaths of the 68,000 Americans who needlessly die each year so that insurance company execs like Brian Thompson can become multimillionaires. #healthcare"", 'How many posts like this have you made for any of the 68,000 people who die each year because our healthcare system is run by pathologically greedy health insurance corporations like the one that Brian Thompson ran?', 'And this is the health system as well a lot of those people lose their insurance and can get the care that they need to go to work. Because of people like the man Brian Thompson that just got assassinated for being too greedy. I’m sure others will b']"
11,152,11_unitedhealth_insurers_healthcare_insurance,"['unitedhealth', 'insurers', 'healthcare', 'insurance', 'lawsuit', 'ai', 'physician', 'medical', 'medicare', 'doctors']","['UnitedHealthcare has been accused of using an AI algorithm, specifically nH Predict, to deny claims for post-acute care under Medicare Advantage plans. \n\nThis AI reportedly has a 90% error rate, leading to wrongful denials of care that physicians had deemed necessary. \n\nThese…', 'UnitedHealthcare CEO had been receiving death threats about ""lack of coverage"" his wife says\n\nA lawsuit filed in 2023 claims the company was using an AI model with 90% error rate to deny care', 'in 2023 UnitedHealthcare used an AI algorithm, “nH Predict,” to deny elderly patients’ claims for post-acute care. The AI had a 90% error rate, leading to wrongful denials and forcing patients to either forgo necessary care or pay out-of-pocket. Despite the high overturn rate…']"
12,144,12_nypd_shooter_yorkers_ceos,"['nypd', 'shooter', 'yorkers', 'ceos', 'shot', 'assassin', 'healthcare', 'killer', 'celebrating', 'insurance']","['New Yorkers celebrate assassination of UnitedHealthcare CEO with shooter look-a-like contest: ‘I wear this everywhere’ #Shooting #NYPD #FBI', 'New Yorkers celebrate assassination of UnitedHealthcare CEO with shooter look-a-like contest: ‘I wear this everywhere’', 'New Yorkers celebrate assassination of UnitedHealthcare CEO with shooter look-a-like contest']"
13,144,13_kyle_killed_shooters_pedos,"['kyle', 'killed', 'shooters', 'pedos', 'murdering', 'corrupt', 'kills', 'gun', 'judge', 'innocent']","['Yeah, Kyle crossed state lines to engage in human hunting disguised as ""riot security"". Luigi went after a CEO of the insurance industry that had caused him harm. Kyle picked a fight so he could shoxt someone. Luigi went after someone who hurt him. #FreeLuigi', 'Um no. Kyle killed people while walking around just trying to hit anyone (you can clearly see in the video) Luigi killed a man that deserved to be killed. That man is the reason y grandfather is dead because according to united his cancer “was not a treatable issue”', 'If Luigi got Kyle’s judge, he’d be walking free in no time… That little POS (Kyle) murdered folks with the overwhelming support of the right… he killed folks they all hated.\n\nThe other victim was a rich thief, of no redeeming value, whose kind the right loved.\n\nNo surprise']"
14,139,14_luigimangione_mangiones_parasites_healthcare,"['luigimangione', 'mangiones', 'parasites', 'healthcare', 'unitedhealthcareassassin', 'unitedhealth', 'manifesto', 'health', 'parasitic', 'care']","['“These parasites had it coming. I do apologize for any strife and trauma, but it had to be done"" - Luigi Mangione.\n\n#CEOAssassination \n#BrianThompson', 'Luigi Mangione’s Manifesto:\n\n“…I do apologize for any strife or traumas but it had to be done. Frankly, these parasites simply had it coming. A reminder: the US has the #1 most expensive healthcare system in the world, yet we rank roughly #42 in life expectancy. United is the…', ""Canadian Jury:\n'Americans pay money for healthcare and then they are denied healthcare.'\n\nWhat did Luigi Mangione say that was wrong?\n\n“These parasites had it coming … I do apologize for any strife and trauma, but it had to be done.”\n- Luigi Mangione ()""]"
15,138,15_bundy_killer_deaths_killed,"['bundy', 'killer', 'deaths', 'killed', 'ted', 'ceos', 'kills', 'billionaires', 'death', 'kill']","[""A health insurance CEOs job is to deny coverage to as many people in need as possible. Luigi (allegedly) assassinated someone with millions of blood on their hands. Ted Bundy was a serial killer who targeted the weak. It's so different. \n\nIf anything, he's more like Dexter"", 'what a horrible inaccurate comparison. ted bundy raped and killed innocent women . luigi *allegedly* killed a man who kills millions of americans yearly bc they don’t have access to health care or did not pay for the premiums package so they can’t get quality healthcare', ""Ted Bundy killed innocent women.\n\nLuigi Mangione killed a multi-millionaire CEO of United Health Care who made his $millions denying health care coverage; UHC's business practices kill far more people each year than every serial killer who ever lived combined. Not cheering, BUT…""]"
16,137,16_insurance_healthcare_health_ceos,"['insurance', 'healthcare', 'health', 'ceos', 'policies', 'medical', 'corpo', 'care', 'premiums', 'corrupt']","[""Don't care. Someone needed to do something bold to show what a racket the health care industry is. The United guy was at a fucking investment meeting. Nobody should be making money off denied health insurance claims. \n\nFree Luigi now."", ""Fuck you corpo mouthpiece. It's not strange people support Luigi. I hope your whole family is denied health insurance every time they're sick. That ceo single handedly killed tens of thousands of our fellow citizens, yet bootlicker pos like you is defending him. FK YOU."", ""Fuck you corpo mouthpiece. It's not strange people support Luigi. I hope your whole family is denied health insurance every time they're sick. That ceo single handedly killed tens of thousands of our fellow citizens, yet bootlicker pos like you is defending him.""]"
17,134,17_died_insurance_death_medicareforall,"['died', 'insurance', 'death', 'medicareforall', 'healthcare', 'patient', 'coverage', 'alive', 'dead', 'family']","['Imagine being someone Brian Thompson company denied life saving medical care knowing your family has to watch your slow death.', 'How many people died as a direct result from Brian Thompson’s actions? How many people died because his company denied them coverage and they couldn’t afford treatment?', 'Every single person who died after being denied healthcare by his company was also a human being with a family. Fuck Brian Thompson.']"
18,127,18_died_rich_murderer_death,"['died', 'rich', 'murderer', 'death', 'greed', 'killer', 'profiting', 'die', 'profit', 'family']","['People celebrate his death because he was a CEO of a health care service that ruined the lives of millions of Americans who up-charged prices much higher than the industry standard. Brian Thompson was murderer and got rich off the struggle and death of American families', 'Don’t care. Brian Thompson was a rich as fuck asshole responsible for the death and suffering of millions. I can’t only hope the karma keeps coming for these people.\n\nwe are done with the rich having everything while most have very little to nothing.', 'Brian Thompson was responsible for many, many families\' ""very difficult day"" when their loved ones died because he got rich off of denying them healthcare.']"
19,118,19_healthcare_obamacare_deaths_leftists,"['healthcare', 'obamacare', 'deaths', 'leftists', 'ceos', 'insurance', 'patients', 'liberal', 'died', 'mourn']","[""Today, we mourn the death of United Healthcare CEO Brian Thompson, gunned down.... wait, I'm sorry - today we mourn the deaths of the 68,000 Americans who needlessly die each year so that insurance company execs like Brian Thompson can become multimillionaires."", ""I'll place a bet the person who murdered/assassinated United Healthcare CEO Brian Thompson knew someone who died because United Healthcare wouldn't allow them to get the care they needed. \n\nWatch 👀"", 'Let’s get this straight. \n\nSince the left is actually celebrating the death of United Healthcare’s CEO Brian Thompson, the lack of outcry for gun control is deafening. \n\nIf they really mean what they say, the left has to change their whole stance on guns. \n\nOr is it a…']"
20,101,20_insider_stock_shareholders_investors,"['insider', 'stock', 'shareholders', 'investors', 'investor', 'executives', 'fraud', 'disclose', 'shares', 'news']","['United Healthcare CEO Brian Thompson and other executives were caught with insider trading, sold $117M of their stock during the federal probe (and investors were not notified)! Thompson gets shot at investor conference.\nQ3815\n""What happens when people learn the TRUTH?\nWhat…', 'United Healthcare CEO Brian Thompson and other executives were caught with insider trading, sold $117M of their stock during the federal probe (and investors were not notified)!', '🚨 United Healthcare CEO Brian Thompson and others were caught with insider trading, sold $117 million of their stock during the federal probe without notifying investors. \n\nThompson was facing a DoJ investigation and lawsuit.']"
21,101,21_ceos_stephens_shareholders_corporate,"['ceos', 'stephens', 'shareholders', 'corporate', 'killer', 'rich', 'company', 'slain', 'died', 'fuck']","['Commentators like the New York Times’ Bret Stephens have called slain CEO Ben Thompson a “working-class hero.” You don’t have to condone murder to see through that ridiculous claim about a man who was at the helm of a legalized extortion racket.', 'Commentators like the New York Times’ Bret Stephens have called slain CEO Brian Thompson a “working-class hero.” You don’t have to condone murder to see through that ridiculous claim about a man who was at the helm of a legalized extortion racket.', ""I don't know what these people want from me. I didn't do my happy-dance, I didn't throw a party...wtf do you think I am, anyway?\nLet me make this clear: fuck Brian Thompson. Fuck him and anyone that looks like him. Fuck every CEO that ever lived and if you don't like that, well..""]"
22,101,22_insurance_healthcare_coverage_ai,"['insurance', 'healthcare', 'coverage', 'ai', 'medical', 'denied', 'health', 'patient', 'deaths', 'died']","['Murdered health insurance boss backed AI that denied 90% of coverage', ""Murdered health insurance boss backed 'AI that denied 90% of coverage"", ""Murdered health insurance boss backed 'AI that denied 90% of coverage: \n\nA controversial AI program used to deny elderly people health coverage is now at the center of questions about the shooting of the UnitedHealthcare CEO.""]"
23,95,23_lorenz_executives_joy_taylor,"['lorenz', 'executives', 'joy', 'taylor', 'empathy', 'sickening', 'healthcare', 'felt', 'feeling', 'giggles']","['Read more: Taylor Lorenz says she ""felt joy"" after the murder of UnitedHealthcare CEO', 'Taylor Lorenz says she ""felt joy"" after the murder of UnitedHealthcare CEO', ""Taylor Lorenz says she 'felt joy' after the murder of UnitedHealthcare CEO""]"
24,94,24_killer_murderer_acquitted_killed,"['killer', 'murderer', 'acquitted', 'killed', 'innocent', 'died', 'hero', 'trial', 'victims', 'gun']","[""Luigi is a hero for eliminating a vermin killer! Jury nullification is very probable since everyone knows someone who's been denied insurance and has suffered or died at the hands of insurance companies. Thompson was basically a killer of thousands. Good riddance. GFY you POS!"", ""Luigi is a hero for eliminating a vermin killer! He has a good chance of being acquitted since everyone knows someone who's been denied insurance and has suffered or died at the hands of insurance companies. Thompson was basically a killer of thousands. Good riddance. #FreeLuigi"", ""Luigi is a hero for eliminating this vermin killer! He has a good chance of being acquitted since everyone knows someone who's been denied health insurance coverage and has suffered at the hands of insurance companies. Thompson was basically a killer of thousands. Good riddance.""]"
