Topic,Count,Name,Representation,Representative_Docs
11,319,11_insurance_healthcare_deaths_died,"['insurance', 'healthcare', 'deaths', 'died', 'death', 'mourn', 'medicare', 'patients', 'lives', 'health']","[""Today, we mourn the death of United Healthcare CEO Brian Thompson, gunned down.... wait, I'm sorry - today we mourn the deaths of the 68,000 Americans who needlessly die each year so that insurance company execs like Brian Thompson can become multimillionaires."", 'Every single person who died after being denied healthcare by his company was also a human being with a family. Fuck Brian Thompson.', 'Imagine the people denied life-saving healthcare by people like Brian Thompson got the same news coverage…']"
12,313,12_piss_rest_coach_goes,"['piss', 'rest', 'coach', 'goes', 'gonna', 'bitch', 'going', 'ass', 'lick', 'burn']","['Rest in piss Brian Thompson', 'Rest in Piss Brian Thompson 🫡', 'Rest in piss']"
13,297,13_luigimangione_mario_freeluigimangione_free,"['luigimangione', 'mario', 'freeluigimangione', 'free', 'freeluigi', 'steal', 'lock', 'mc', 'bail', 'primed']","['Free $luigi', 'Free #luigi', 'Free $LUIGI 🫡']"
14,293,14_killed_deaths_bundy_ceos,"['killed', 'deaths', 'bundy', 'ceos', 'innocent', 'kill', 'billionaires', 'death', 'corrupt', 'justice']","[""ted bundy killed multiple innocent women, luigi killed a corrupt ceo responsible for millions of deaths. im not saying that simping over either is a good thing, but they're nowhere near as bad."", 'The CEO that was killed is directly responsible for the suffering and deaths of many people through denied Healthcare. \n\nLuigi killed in cold blood, but the person who died is for the benefit of many. A death that was needed; but done in a horrible way.', ""Ted Bundy killed innocent women.\n\nLuigi Mangione killed a multi-millionaire CEO of United Health Care who made his $millions denying health care coverage; UHC's business practices kill far more people each year than every serial killer who ever lived combined. Not cheering, BUT…""]"
15,278,15_luigimangione_mangioni_hero_freeluigimangione,"['luigimangione', 'mangioni', 'hero', 'freeluigimangione', 'house', 'italian', 'end', 'man', 'rittenhouse', 'lives']","['And in this house, Luigi Mangione is a hero! End of story!', 'IN THIS HOUSE LUIGI MANGIONE IS A HERO❗️ END OF STORY❗️', '“He was an Italian hero is what he was. In this house, Luigi Mangione is a hero, end of story!”']"
16,271,16_killer_murderer_acquitted_shooters,"['killer', 'murderer', 'acquitted', 'shooters', 'killed', 'innocent', 'hero', 'trial', 'gun', 'jury']","[""Luigi is a hero for eliminating this vermin killer! He has a good chance of being acquitted since everyone knows someone who's been denied health insurance coverage and has suffered at the hands of insurance companies. Thompson was basically a killer of thousands. Good riddance."", ""Luigi is a hero for eliminating a vermin killer! Jury nullification is very likely since everyone knows someone who's been denied insurance and has suffered or died at the hands of insurance companies. Thompson was a scourge on society and a killer. Good riddance to bad rubbish!"", ""Luigi is a hero for eliminating a vermin killer! Jury nullification is very probable since everyone knows someone who's been denied insurance and has suffered or died at the hands of insurance companies. Thompson was basically a killer of thousands. Good riddance. GFY you POS!""]"
17,267,17_luigimangione_healthcare_unitedhealthcareassassin_insurance,"['luigimangione', 'healthcare', 'unitedhealthcareassassin', 'insurance', 'unitedhealth', 'health', 'ceos', 'care', 'lives', 'manifesto']","['LUIGI MANGIONE the hot guy that killed the CEO of United health care 😜😜😜😜', 'Health insurance companies shouldn’t get to play with people’s lives the way they do. Free Luigi Mangione!!!', 'Luigi Mangione is going on trial for the death of one healthcare CEO.\n\nBut what if we also put healthcare CEOs and insurance companies on trial for the death of millions of people for denying healthcare for so many years?']"
18,256,18_heroes_hero_legend_sacrificed,"['heroes', 'hero', 'legend', 'sacrificed', 'gotham', 'fight', 'right', 'god', 'fighting', 'che']","['Luigi, the hero of the people.', '$Hero is $Luigi 2.0', 'And this is why Luigi is a hero']"
19,248,19_killed_murderer_defending_kill,"['killed', 'murderer', 'defending', 'kill', 'violence', 'justice', 'protect', 'hero', 'heroic', 'threat']","['Neither is a good guy, but i see why Luigi is a ""hero"". Self defense isn\'t really something heroic but killing a rich ceo is something more""heroic"" a la joker.', 'Yeah that’s called Premeditated vs self defense. Self defense plus he killed pedophiles? Only one reason you wouldn’t support him and would support Luigi', 'You put yourself in that situation because you wanted to feel cool and larp and ended up killing 2 innocent people who reasonably perceived you as a threat, self defence or not.\n\nLuigi killed a guy whose literally worked with making people suffer for profit. Using AI to help too.']"
20,243,20_insider_ceos_executives_stock,"['insider', 'ceos', 'executives', 'stock', 'investors', 'shareholders', 'antitrust', 'shares', 'trading', 'investigation']","['CEO was being investigated for insider trading…Nancy Pelosi….why killed???!', 'He was also under investigation for insider trading.', '🚨 United Healthcare CEO Brian Thompson and others were caught with insider trading, sold $117 million of their stock during the federal probe without notifying investors. \n\nThompson was facing a DoJ investigation and lawsuit.']"
21,201,21_billionaire_billionaires_poor_rich,"['billionaire', 'billionaires', 'poor', 'rich', 'wealth', 'hero', 'elites', 'greed', 'trump', 'said']","['Because they need to scare people. w this image they say, ""If you try to kill a rich person, we will introduce you to our rich law."" \nTherefore, US society and even the world needs to stay behind him and raise their voices for Luigi. He is the hero here..', 'One day the poor will have nothing left to eat but the rich… Luigi was not poor but many of those “morons” will be because of policies like the ones set by this man… and your boss, that time could be sooner than you think.', 'Oh, yes, let’s absolutely keep that class connection with Luigi—because nothing says working-class hero like being a filthy rich white guy whose family got wealthy off exploiting the elderly in the healthcare system. Solidarity, am I right? 🙄']"
22,134,22_luigimangione_freeluigimangione_freeluigi_free,"['luigimangione', 'freeluigimangione', 'freeluigi', 'free', 'freed', 'hero', 'gofundme', 'santa', 'man', 'joe']","['Only revolution can help free Luigi Mangione and free the working class #FreeLuigi', 'free Luigi Mangione free my boy', 'FREE LUIGI MANGIONE , HE IS A HERO']"
23,130,23_justice_punished_court_accused,"['justice', 'punished', 'court', 'accused', 'trial', 'bail', 'paying', 'lawyer', 'charge', 'hero']","['justice for $luigi', 'Justice for $luigi', ""Free Luigi. It wasn't murder, it was justice 🇧🇷🤝🏽🇮🇹""]"
24,81,24_lorenz_executives_joy_taylor,"['lorenz', 'executives', 'joy', 'taylor', 'empathy', 'sickening', 'healthcare', 'felt', 'feeling', 'death']","['Read more: Taylor Lorenz says she ""felt joy"" after the murder of UnitedHealthcare CEO', ""Taylor Lorenz says she 'felt joy' after the murder of UnitedHealthcare CEO"", 'Taylor Lorenz says she ""felt joy"" after the murder of UnitedHealthcare CEO']"
