Topic,Count,Name,Representation,Representative_Docs
10,76,10_murderer_killer_homicide_innocent,"['murderer', 'killer', 'homicide', 'innocent', 'shot', 'heroic', 'violence', 'hanged', 'violent', 'hero']","[""So I just read that Luis Mangione didn't have United Health Care. I didn't think our society could get any lower than it is, but I was wrong. Leftists are openly celebrating the murder of another human being."", 'Mangione shot an innocent man in the back? You know that?', 'Kyle Rittenhouse never murdered anybody. He bravely defended his life against violent criminals attacking him. He did absolutely nothing wrong. But Mangione did absolutely everything wrong. He laid in ambush and murdered an innocent man by shooting them in the back like a coward.']"
11,76,11_assassinated_fatally_died_killed,"['assassinated', 'fatally', 'died', 'killed', 'shot', 'healthcare', 'fatal', 'brianthompson', 'condolences', 'death']","['🚨 JUST IN: Surveillance Footage Shows UnitedHealthcare CEO Fatally Shot: \n\nBrian Thompson was gunned down outside the Hilton Hotel in Midtown Manhattan. A truly tragic and heartbreaking incident. 🇺🇸 🙏🏾', 'Brian Thompson, a 50-year-old father of two and the CEO of UnitedHealthcare, was shot and killed this morning outside the Hilton hotel in Manhattan in what police believe was a targeted attack. Brian was set to speak today at a conference at the hotel.', 'Brian Thompson, the CEO of UnitedHealthcare, was assassinated in New York City yesterday. The 50-year-old executive was fatally shot outside the New York Hilton Midtown hotel in what authorities describe as a targeted attack. In one word, let us honor his memory.']"
12,73,12_taylor_lorenz_evil_joyful,"['taylor', 'lorenz', 'evil', 'joyful', 'murderer', 'disturbing', 'laughing', 'joy', 'death', 'upset']","['Disturbing! How does this make anyone feel “joyful”?\n\nTaylor Lorenz is laughing over Brian Thompson’s death and says it brings her joy. Piers is having no part of it! Disgusting that anyone would feel this way!', 'PURE EVIL: “There are no words to describe how sick and evil Taylor Lorenz is. She literally laughed and says she felt ""joy"" when Brian Thompson was killed. — Taylor Lorenz is a heartless, disgusting subhuman piece of trash.”\n#LuigManigone', 'PURE EVIL: There are no words to describe how sick and evil Taylor Lorenz is. She literally laughed and says she felt ""joy"" when Brian Thompson was killed.\n\nTaylor Lorenz is a heartless, disgusting subhuman piece of trash.']"
13,70,13_wealthy_rich_ceos_grew,"['wealthy', 'rich', 'ceos', 'grew', 'family', 'customer', 'father', 'greed', 'corporate', 'kid']","['What irony. Spoiled delusional rich kid takes the life of a wealthy CEO who grew up poor. Luigi had failed in life by the age of 26 when compared to his private school classmates, and he decided that his only way of leaving his mark was to carry out this cowardly act.', 'Luigi has raised 30 grand already in 7 days. It has taken us several months to reach 30 grand for children and veterans. This is so disappointing when we work so hard helping and healing people. I will never understand why bad people always get the help and good people suffer.…', 'Luigi grew up in privilege, was never even a customer of UHC, apparently did get treatment for his back.\n\nBrian Thompson grew up middle class and made his own way.\n\nLiberals are cheering on a coddled rich kid who murdered a good guy who worked for everything he had.']"
14,64,14_mangioni_prayers_family_pray,"['mangioni', 'prayers', 'family', 'pray', 'arrest', 'devastated', 'hope', 'giant', 'praise', 'case']","['The Mangione family statement, ""Our family is shocked and devastated by Luigi’s arrest.""\n\n""We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved,"" Maryland Nino Mangione, Republican Delegate wrote on X', ""'Our family is shocked and devastated by Luigi’s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved,' the family said."", 'Statement from Luigi Mangione\'s family:\n\n""Our family is shocked and devastated by Luigi\'s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.""']"
15,63,15_celebrating_murderer_death_celebrate,"['celebrating', 'murderer', 'death', 'celebrate', 'killed', 'democrats', 'healthcare', 'leftists', 'libs', 'political']","['Let’s get this straight. \n\nSince the left is actually celebrating the death of United Healthcare’s CEO Brian Thompson, the lack of outcry for gun control is deafening. \n\nIf they really mean what they say, the left has to change their whole stance on guns. \n\nOr is it a…', 'Charlamagne tha God slammed people celebrating the cold-blooded assassination of UnitedHealthcare CEO Brian Thompson — and delivered a reality check about its larger meaning.\n\n“I don’t understand why people are celebrating him being killed,” the radio host said Friday on his show…', 'I DON’T CARE IF YOU LIKE SOMEONE OR NOT, CELEBRATING OR WISHING DEATH ON A PERSON IS JUST EVIL! Left-Wing Journalists Celebrate Murder of Health Insurance CEO Brian Thompson']"
16,50,16_insurance_healthcare_unitedhealth_health,"['insurance', 'healthcare', 'unitedhealth', 'health', 'patchwork', 'killer', 'sidewalk', 'nypd', 'safety', 'cared']","['The leader of UnitedHealth Group wrote that the health insurance executive gunned down on a Manhattan sidewalk last week cared about consumers and was working to make the system better.', 'The leader of UnitedHealth Group conceded that the patchwork U.S. health system “does not work as well as it should,” but said Friday that the insurance executive gunned down on a Manhattan sidewalk cared about customers and was working to make it better.', 'The leader of UnitedHealth Group conceded that the patchwork U.S. health system “does not work as well as it should” but said Friday that the insurance executive gunned down on a Manhattan sidewalk cared about customers and was working to make it better.']"
17,50,17_luigimangione_leftists_murderer_martyr,"['luigimangione', 'leftists', 'murderer', 'martyr', 'murdering', 'violence', 'daniel', 'penny', 'vigilante', 'suspect']","['Truth. Mike Davis: ""Today\'s leftists, they are absolutely evil monsters, they\'re cheering on the cold-blooded murder of a father and a businessman, these people are sick.""  on leftists applauding Luigi Mangione…', 'The leftists are insane. They hate Daniel Penny for stepping up and protecting innocent people, but they celebrate Luigi Mangione for murdering an innocent person in cold blood. Make it make sense!!', 'I cannot get over the Left’s treatment of Daniel Penny as opposed to that of Luigi Mangioni…the fact that fellow *human beings* actually celebrate gunning down a husband and father in cold blood (in the back) vs. vilifying/threatening to kill a man who was trying to protect…']"
18,50,18_prayers_praying_pray_condolences,"['prayers', 'praying', 'pray', 'condolences', 'deceased', 'tragic', 'sobbing', 'hope', 'family', 'horrific']","['This world is insane. My prayers and condolences go out to his family. \n\n#Unitedhealthcare #brianthompson', 'Very sad. My prayers and condolences to Brian Thompson’s family whose father and husband was taken from.', 'RIP. Thoughts and prayers to his family.']"
19,50,19_iowa_graduated_employees_industry,"['iowa', 'graduated', 'employees', 'industry', 'companies', 'manager', 'grew', 'corporate', 'company', 'jewell']","['Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator', 'This is who Luigi shot\n\n""Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really…', 'Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really proud when he graduated…']"
20,47,20_insurance_insurer_healthcare_obamacare,"['insurance', 'insurer', 'healthcare', 'obamacare', 'health', 'died', 'condolences', 'killer', 'death', 'die']","['The killing of Brian Thompson is a great tragedy, and I send condolences to his loved ones, co-workers, and friends.\n\nThe social media posts have revealed a widespread antipathy to the health insurance industry.\n\nPeople are frustrated with health insurance for the following…', 'United Healthcare CEO Brian Thompson was murdered today. Murder is ALWAYS wrong. Holding his family in The Light.\nWhat does not make news are the THOUSANDS of Americans who die because their health claim was denied by insurance companies.', 'I agree. The US health insurance industry needs people just like Brian Thompson. Just as he is right now.']"
21,46,21_unitedhealthcareassassin_healthcare_nhs_medical,"['unitedhealthcareassassin', 'healthcare', 'nhs', 'medical', 'malpractice', 'insurance', 'hospital', 'health', 'unitedagainstcorruption', 'surgeries']","['Disturbingly, a vocal fringe has cheered the murder of the CEO of UnitedHealthcare, write Yale SOM leadership expert Jeffrey Sonnenfeld and co-author Steven Tia…\n\nSource: Yale Insights', '. In the UK, NHS malpractice accounts for approximately 0.06% of the population, while in the U.S., private healthcare malpractice accounts for about 0.02% of the population. And you’re applauding the death of the #UnitedHealthcare CEO over these numbers?! 🤮', 'If you’re enrolled in UnitedHealthcare and you need specialized or expensive medical services there is a MUCH, MUCH HIGHER probability that you will get the healthcare you need in a timely manner than if you’re enrolled in the NHS or Canada’s healthcare system.']"
22,38,22_luigimangione_brianthompson_killed_killer,"['luigimangione', 'brianthompson', 'killed', 'killer', 'justice', 'murdering', 'innocent', 'sadden', 'terrorize', 'hero']","[""Brian is a tragic hero. His work and company make people live longer but if you're not a systems thinker you won't see it. \n\nBest guess the percent population that is celebrating and Luigi and hating on Brian? \n\nI have to imagine less than 5%? Sort of like direct overlap with the…"", 'Only ""the idiot class"" would applaud a murdering scumbag like #LuigiMangione but we are indeed living in the Age of Idiocy!\n\nI wonder how many of these f**king morons in the #SNL audience would be squealing for Luigi if it was their father that this motherf*cker had murdered?', 'The defender of Luigi Machioni claims that her cliënt has no chance of getting a fair trial! But did Luigi Machioni that CEO Brian Thompson a fair chance? Absolutely not! Without any form of trial, without giving the CEO Thompson a chance to defend himself Luigi Machioni (see 2)']"
23,38,23_insurance_healthcare_unitedhealth_policy,"['insurance', 'healthcare', 'unitedhealth', 'policy', 'care', 'killed', 'medical', 'health', 'ceos', 'fixing']","['Why doesn’t the news cover The CEO of United Healthcare, Brian Thompson?His family, the sadness, funeral? NO, they cover LUIGI - “the hero”. They show him landing at the airport WTF!🤬 it’s like he’s a rockstar!\nLet’s show the family to show he killed someone! Idiots forget it.', 'If you have HIV you already have disability insurance, and free healthcare. Even if you barely have income living in Los Angeles you can call 211, and they instantly set you up for free healthcare, how are you praising Luigi for killing a man in charge of something you actually…', 'Every meeting in BT’s world was about driving down the cost of care and fixing the exact problems Luigi was talking about. Witty hates the current state of US healthcare and he charged BT with fixing it because BT got shit done. The entire system needs to be reformed.']"
24,22,24_guy_alive_raddest_fucking,"['guy', 'alive', 'raddest', 'fucking', 'man', 'everything', 'brave', 'goddamn', 'dude', 'even']","['Free my boy he did nothing wrong', 'Everything that comes out about him makes him the raddest dude alive. Man of the fucking people', 'everything we learn about this dude makes him seem like the coolest guy of all time']"
