ID,Url,original_text,gpt-4.1-mini_stance,Date,Topic
5315,http://twitter.com/lsbrigge/statuses/1865595361555009768,More signs we are living in end times. These people are celebrating the assassination of United Healthcare CEO Brian Thompson.,1,12/8/2024 3:12,7
5374,http://twitter.com/oleg20213240/statuses/1865579512164917586,Why do they fear for their lives? There is absolutely no reason for that. General public loves them. Brian Thompson can confirm that.,1,12/8/2024 2:09,11
5436,http://twitter.com/MichaelBietsch/statuses/1865565129384792461,I've heard rumors that Calvin Booth is in the process of becoming the new CEO of UnitedHealthcare!!! Congratulations Calvin!,1,12/8/2024 1:12,2
5501,http://twitter.com/KymBrown67/statuses/1865552006754283877,"Who would turn in a man who single handedly united the country?
#UnitedHealthcare",1,12/8/2024 0:20,0
5573,http://twitter.com/greg_deegan/statuses/1865534237643805125,"Soulless ghouls in New York City throw a party to celebrate the murder of UnitedHealthcare CEO and father of two Brian Thompson, complete with a look a like contest of the killer.",1,12/7/2024 23:09,5
5729,http://twitter.com/GrizzlyJoeShow/statuses/1865503397433991444,"If you believe Brian Thompson, UnitedHealthcare CEO, deserved to be killed because of a bad experience you or your family had with that or any other insurance company, you’re the bad guy in the situation. And it’s not close.",1,12/7/2024 21:07,17
5731,http://twitter.com/NancyS93265/statuses/1865502776953851944,I love it!! B.I.H. Brian Thompson!!,1,12/7/2024 21:04,4
5763,http://twitter.com/RenattaOxendine/statuses/1865497643289325691,"I agree. I’m getting a lot of hate for my opinion on this. But I stand by what I said. If you cheer on Brian Thompson’s killer, you are evil.",1,12/7/2024 20:44,14
5857,http://twitter.com/elonisathief1/statuses/1865478670917206019,"I mean that smile is 💞💞💞💞 

#UnitedHealthcare #UHC 
#HealthInsurance #unitedhealthcareceo",1,12/7/2024 19:29,0
6086,http://twitter.com/YeetGod41201862/statuses/1865438166603145419,Hero to the people #unitedhealthcare #ceo #powertothepeople,1,12/7/2024 16:48,0
6358,http://twitter.com/RBertWaters1975/statuses/1865363313833517546,"There are way too many people who are okay with the murder of Brian Thompson, the UnitedHealthcare CEO.",1,12/7/2024 11:50,12
6361,http://twitter.com/KarimAlZahid/statuses/1865361249795555766,"On Wednesday December 4th 2024, my uncle, Brian Thompson, a husband and father of two children, was brutally executed in the middle of Manhattan by a gunshot-wound to the heart from a vigilante-leftist who was upset about their insurance coverage. 

People online are not only…",1,12/7/2024 11:42,11
6395,http://twitter.com/ncslumdawg/statuses/1865349354141200789,If the #UnitedHealthcare #assasination is teaching us: there’s lots of uselessly violent and uneducated people that don’t know how insurance or CEOs work. A life was taken and that’s never a reason to celebrate unless you’re a brain dead terrorist.,1,12/7/2024 10:55,5
6398,http://twitter.com/danhuskymy/statuses/1865348422964031894,This is the good Brian Thompson!,1,12/7/2024 10:51,4
6506,http://twitter.com/perchance99/statuses/1865295035782095244,"OMG. Former NYT “reporter” Taylor Lorenz doubles down on gloating over the m*rder of the UnitedHealthcare CEO:

“Am I going to shed tears or have empathy for somebody who has facilitated the deaths of thousands of innocent Americans?"" 

What a psycho.",1,12/7/2024 7:19,5
6579,http://twitter.com/Koreafornian/statuses/1865272988326859172,". In the UK, NHS malpractice accounts for approximately 0.06% of the population, while in the U.S., private healthcare malpractice accounts for about 0.02% of the population. And you’re applauding the death of the #UnitedHealthcare CEO over these numbers?! 🤮",1,12/7/2024 5:51,2
6892,http://twitter.com/GinaEllis4/statuses/1865211684522021303,I agree. The US health insurance industry needs people just like Brian Thompson. Just as he is right now.,1,12/7/2024 1:48,17
6918,http://twitter.com/dennypee69/statuses/1865208179660828951,People have been so happy on here the past few days I think it might be the first time UnitedHealthcare has ever helped with mental health,1,12/7/2024 1:34,0
7020,http://twitter.com/SteveL3385/statuses/1865192729468403902,"This is absolutely disgusting.

Left-Wing Journalists Celebrate Murder of Health Insurance CEO Brian Thompson",1,12/7/2024 0:32,7
7139,http://twitter.com/FinalTelegraph/statuses/1865176961464602675,The sheer lunacy from CNN guest Neill Franklin claiming UnitedHealthcare CEO Brian Thompson might have orchestrated his own murder for 'insurance purposes' is a new low for media sensationalism. This baseless conspiracy theory not only insults the memory of Thompson but also…,1,12/6/2024 23:30,7
7200,http://twitter.com/ProudElephantUS/statuses/1865167144893165709,"WOW: CNN guest Neill Franklin absurdly suggests that UnitedHealthcare CEO Brian Thompson hired someone to murder him for ""insurance purposes."" 

These people are literally INSANE… 🤡",1,12/6/2024 22:51,9
7378,http://twitter.com/MonkyShine1/statuses/1865143627329998886,Defend #UnitedHealthcare #healthcare #depose #deny #defend,1,12/6/2024 21:17,0
7584,http://twitter.com/Ruby1138128/statuses/1865113067241009385,"Woman shamelessly says “it’s a good day when a billionaire dᴉes.”

She’s referring to the UnitedHealthcare CEO.

This woman represents what the deranged far-left of the Democrat Party has become.",1,12/6/2024 19:16,9
7585,http://twitter.com/Tell_no_lie_/statuses/1865113021275869460,"It's just sad to see so many people celebrating death of a person, just cos they've a personal grouse with the co. he worked for, claims've well defined rules, sue the co. ,DON'T celebrate a murder of a man doing his job, just cos it conflicts with your need #UnitedHealthcare",1,12/6/2024 19:16,5
7595,http://twitter.com/DineshSastry/statuses/1865111174372790361,"Identify the killer of Brian Thompson, United Healthcare CEO! That is my mother’s Medicare AARP insurance program. They have been good to my family. Mr. Thompson with resurrected as part of the First Resurrection! Get him off of the streets.",1,12/6/2024 19:08,12
7624,http://twitter.com/FUBARHAPPY/statuses/1865105224857244076,"HEAR, HEAR!!!! 
#UHCCEO #uhc #UnitedHealthcare 
#BrianThompson #bigPharma",1,12/6/2024 18:45,0
7803,http://twitter.com/theminardiparty/statuses/1865078587126075441,"United Healthcare CEO Brian Thompson was a father, husband, and just 50 years old when he was murdered. He leaves behind his wife and young kids. Anyone celebrating his murder because of his chosen career path, is a truly terrible person.",1,12/6/2024 16:59,12
7857,http://twitter.com/Coach_Frogg/statuses/1865071695540744198,"If you’re enrolled in UnitedHealthcare and you need specialized or expensive medical services there is a MUCH, MUCH HIGHER probability that you will get the healthcare you need in a timely manner than if you’re enrolled in the NHS or Canada’s healthcare system.",1,12/6/2024 16:31,0
7919,http://twitter.com/yetimaster1138/statuses/1865062947896332427,"""The elites have tricked you into thinking that Brian Thompson is your enemy""",1,12/6/2024 15:57,4
8128,http://twitter.com/Teemoonley/statuses/1865029471905984813,"💼 UnitedHealthcare Deny Defend Depose – because corporate strategies deserve a bold statement. Wear it loud, wear it proud! 🛒 Grab yours now 👉",1,12/6/2024 13:44,2
8352,http://twitter.com/Teemoonley/statuses/1864960384437760245,"Gear up like an assassin, but this time with healthcare on your side. 🗡️💊 Show off your stealthy style with the Assassin’s Creed UnitedHealthcare! Perfect for gamers and healthcare warriors alike. 🖤 Grab yours now! 👉",1,12/6/2024 9:09,0
8673,http://twitter.com/GeneralStrikeOH/statuses/1864881543346360645,"UnitedHealthcare (UHC) offers a food benefit that provides a monthly credit to help pay for healthy food and over-the-counter (OTC) products. The credit is loaded onto a UCard, which can be used at participating stores or online.",1,12/6/2024 3:56,0
8717,http://twitter.com/WeAreGeorgetown/statuses/1864872789481517264,"Ron, you gotta check yourself. Tweeting all this anti-Brian Thompson/United Healthcare stuff right now appears to justify his killing. I get being anti-corporate greed but justifying the murder of a CEO (esp. without knowing nothing about him) is plain wrong",1,12/6/2024 3:21,7
9084,http://twitter.com/OceanNorthNews/statuses/1864814007615361479,Discover the latest insights about UnitedHealthcare and its CEO Brian Thompson. Learn how his leadership is transforming the healthcare landscape.,1,12/5/2024 23:28,17
9312,http://twitter.com/rykerbrooksttv/statuses/1864778207754346894,Hopefully my Uncle (The CEO of UnitedHealthcare) will be able to bail me out again. Good ol' reliable unc.,1,12/5/2024 21:05,2
9364,http://twitter.com/screwthewilpons/statuses/1864772973715914771,"If you’re actively rooting for the guy who killed Brian Thompson, you are an evil person and the world would be better off without you",1,12/5/2024 20:44,14
9498,http://twitter.com/BobPhillyPa/statuses/1864755738746269952,I guess little fella didn't learn. He constantly demonizes CEOs. Brian Thompson CEO of United Healthcare was MURDERED yesterday in NYC. Instead of giving it a rest little fella doubles down on disparaging another CEO. Looks like litter fella won't stop until all CEOs are murdered,1,12/5/2024 19:36,9
9515,http://twitter.com/BadtotheBohn/statuses/1864753482990788662,I’m done engaging with anyone who condones the murder of Brian Thompson. You are the lowest of the low if you are gleeful that a man lost his life today because you don’t like the industry he headed.,1,12/5/2024 19:27,14
9955,http://twitter.com/senatorshoshana/statuses/1864715294314258548,The idea that Brian Thompson deserved to die because he was a rich healthcare executive appears to be...a disturbingly popular sentiment. You cannot claim to be the movement of compassion & tolerance while gleefully celebrating a dad of two getting shot to death. So vile.,1,12/5/2024 16:55,11
10088,http://twitter.com/cubscoltsfan/statuses/1864709176775016952,People celebrating the assasination of the #UnitedHealthcare CEO are disgusting.,1,12/5/2024 16:31,5
10240,http://twitter.com/ofbwhoop/statuses/1864694116874949032,Brian Thompson sound like someone I would take for a anytime touchdown,1,12/5/2024 15:31,4
10261,http://twitter.com/tranz_schubert/statuses/1864691946259718510,Excited to announce that I have started a new chapter of my journey as CEO-elect at UnitedHealthcare! But first - girls' trip to NYC to celebrate. Hugs!,1,12/5/2024 15:22,2
10333,http://twitter.com/RunnerBenny/statuses/1864685283960045992,"The people Calling this Hero ""Guilty"" are the same ones celebrating the assassination of Brian Thompson. Very sad world",1,12/5/2024 14:56,14
10387,http://twitter.com/Jamiiiison1/statuses/1864680859992752463,#UnitedHealthcare for ALL. NOT MOST.,1,12/5/2024 14:38,0
10699,http://twitter.com/BeagoShares/statuses/1864629881562136810,"💔 A tragic loss for UnitedHealth Group as CEO Brian Thompson is remembered. 📉 Despite challenges, the company remains strong! Discover the full story and future outlook here: [Link] #UnitedHealth #Leadership #Healthcare",1,12/5/2024 11:16,17
10839,http://twitter.com/blu_dechkin/statuses/1864577770971648338,I used to be insured with United. They were doing a good job. Brian Thompson's family can be proud of his legacy.,1,12/5/2024 7:49,12
10879,http://twitter.com/MeltonParker12/statuses/1864565783877112182,"What about all the ppl he SAVED? 

#UnitedHealthcare #UnitedHealth",1,12/5/2024 7:01,0
11124,http://twitter.com/TheRealRazielah/statuses/1864519480400892260,"I don't know anything about the probe. However, from what I have seen of United Healthcare. Disabled people with Medicaid and Medicare have a very easy way in obtaining great insurance from United Healthcare Tricare...",1,12/5/2024 3:57,2
11223,http://twitter.com/SchmanthonyP/statuses/1864503057020796989,"If someone harmed a hair on the head of this Brian Thompson, that would be a real tragedy.",1,12/5/2024 2:52,14
11332,http://twitter.com/HoaryOnline/statuses/1864486715412373621,UnitedHealthcare actually uniting people:,1,12/5/2024 1:47,0
11415,http://twitter.com/notasadloser/statuses/1864476684164190400,thank you Brian Thompson for giving me something to be thankful for today 🥰,1,12/5/2024 1:07,4
11467,http://twitter.com/JackedTechBro/statuses/1864470907500306615,Glad to see DOGE beginning work with UnitedHealthCare,1,12/5/2024 0:44,0
11652,http://twitter.com/AndroidNeera/statuses/1864452215173169250,"the deep state took out another health executive hero standing up for liberty and against the woke mindvirus, RIP Brian Thompson #MAGA #MAHA",1,12/4/2024 23:30,15
11738,http://twitter.com/Greathorny52402/statuses/1864443457667809750,"""UnitedHealthcare insurance covers gender-affirming care, including procedures related to sex reassignment surgery""

Is there a link?",1,12/4/2024 22:55,0
12079,http://twitter.com/TobeyCWood/statuses/1864412879002202527,"I am deeply saddened by the tragic loss of Brian Thompson, CEO of UnitedHealthcare. Brian and his team have been great partners to T-Mobile. He was a leader dedicated to improving healthcare for millions and my thoughts are with his family, friends, and colleagues during this…",1,12/4/2024 20:54,17
12086,http://twitter.com/nametenbooks/statuses/1864412435483885957,We at the UnitedHealthcare family welcome  as our new CEO,1,12/4/2024 20:52,2
12127,http://twitter.com/missfartybutt/statuses/1864409361172345269,I’m sickened by some of the comments about UHC’s CEO Brian Thompson. Brian was a genuinely nice guy with a family. Celebrating the death of a man because he heads a business you don’t like is disgraceful.,1,12/4/2024 20:40,10
12452,http://twitter.com/Awesomespen/statuses/1864386794344558999,"Cancer victim: ""*cough cough* This is horrible... Good thing I have insurance from UnitedHealthcare... they'll help me...""

The Nefarious Brian Thompson:",1,12/4/2024 19:10,17
12461,http://twitter.com/DevanCosta/statuses/1864385964065358252,RIP to UnitedHealthcare CEO and overall great guy Brian Thompson. I don’t usually get emotional over celebrity deaths but this one hurts. God bless you,1,12/4/2024 19:07,12
12488,http://twitter.com/P1vozaur/statuses/1864384589164154940,Good,1,12/4/2024 19:01,19
12667,http://twitter.com/StuckInTerm1AmA/statuses/1864374204348387387,irl john q moment s/o unitedhealthcare,1,12/4/2024 18:20,0
12759,http://twitter.com/RonColeman/statuses/1864367130654986739,People who think the CEO of UnitedHealthcare is the problem aren’t serious people.,1,12/4/2024 17:52,2
12810,http://twitter.com/everybodysakunt/statuses/1864363545384624455,More of this please,1,12/4/2024 17:38,19
12894,http://twitter.com/MannoTea/statuses/1864357454445695197,Hooray!,1,12/4/2024 17:13,3
12905,http://twitter.com/DaddyTallTees/statuses/1864356768794480793,Lets do this more often,1,12/4/2024 17:11,19
13081,http://twitter.com/jameson_rich/statuses/1864345710126067916,if UnitedHealthcare CEO Brian Thompson isn’t safe then none of us are,1,12/4/2024 16:27,17
13093,http://twitter.com/jordan_pape/statuses/1864344807281446978,"This is pure evil. I’m sure we’ll learn more about the motivation, but it can’t be helped by politicians constantly dehumanizing business leaders and blaming companies for the outcomes of ill-conceived regulations.",1,12/4/2024 16:23,9
13251,http://twitter.com/CBD42O/statuses/1864334805489360923,LETS FUCKING GOOOOO,1,12/4/2024 15:43,19
13270,http://twitter.com/DerekMyers/statuses/1864333885368050042,"I’m my thoughts are with the entire family of . They’ve been in choice for health, dental, and vision for my entire adult life. They’ve been very good to me. Today’s deadly attack on Brian Thompson was likely targeted, media reports say. America’s healthcare is broken; people…",1,12/4/2024 15:40,15
13403,http://twitter.com/inourwordsprjct/statuses/1864327635192439197,As someone covered under UnitedHealthCare i can completely understand the actions taken,1,12/4/2024 15:15,2
13709,http://twitter.com/VijayT1609/statuses/1864313781523718183,"Crazy what the Loonies have pushed America to

United health is 
- $500 B MC
- $370 B revenues 
- Part of Dow 30
- more importantly part of my core portfolio

& they shot their CEO Dead today morning",1,12/4/2024 14:20,2
13826,http://twitter.com/TTTony56/statuses/1864148412809060862,"4XfSZHsdYoeiXb5qvzdGa3aq9gSGdCHBnAwewYHNa3Tp

Thank you Luigi 
We appreciate all you’ve been doing for the community at large, even no win yet

I’ll still keep supporting you ❤️ 
Much love ❤️ legend Luigi",1,12/4/2024 3:23,3
13862,http://twitter.com/gamersaver09/statuses/1864095298769100831,WE LOVE THEM 💚💖 especially Luigi,1,12/3/2024 23:52,3
13998,http://twitter.com/MCRichardson27/statuses/1863824550158311567,"With Luigi, great 💚",1,12/3/2024 5:56,3
14098,http://twitter.com/Markospete/statuses/1863709802750226692,"Looking for a Medicare plan that meets your needs and budget? I can help. I'm a licensed sales agent for UnitedHealthcare Medicare Advantage plans based in FL. Call me at 727-688-9125 , TTY 711.

We only have a fews days left of Open Enrollment. Contact me soon!",1,12/2/2024 22:20,0
14843,http://twitter.com/USSportsCards1/statuses/1866543061867577647,"Instead of fetishizing an alleged murderer why don't we hear more about 
Brian Thompson who worked for 20 years for a company and moved up to CEO before being struck down. 

Something is sick with our social media #algorithms and mindset.",1,12/10/2024 17:58,10
15173,http://twitter.com/AMS_0116/statuses/1866534380703015132,"Taylor Lorenz is deranged. She's so quick to acknowledge joyful bliss is the slaying of a man with the hyperbolic justification ""...the tens of thousands of Americans that he murdered!”. 

Brian Thompson didn't murder anyone. 

Taylor Lorenz should be shunned.",1,12/10/2024 17:24,11
15947,http://twitter.com/ToucanDoItMang/statuses/1866513993151774903,"the Left should perhaps dial down the Luigi Mangione worship (HEAR ME OUT!) and just let the Right continue to stake out ""The Most Unpopular Take in America"" ie health insurance is great, no notes
Tim Pool, Matt Walsh, Libs of TikTok can't stop knob polishing the system - let em!",1,12/10/2024 16:03,13
16711,http://twitter.com/TradBarbarian/statuses/1866491752590270814,"First off, Brian Thompson was not some robber baron, he was a father and husband, he came from nothing, went to a state school, and started at UHC as a manager. It’s tough to go from manager to CEO but from all first hand accounts I’ve heard from people in the industry, he was a…",1,12/10/2024 14:34,10
16764,http://twitter.com/FranksUltimate/statuses/1866490061207880122,For all of you clutching your pearls about the CEO shooter understand he's done more to fight corruption in the insurance world than the last 59 years of congress hearings and panels and investigations #LuigManigone #UnitedHealthcare,1,12/10/2024 14:28,9
17112,http://twitter.com/thescreenscroll/statuses/1866478002944491940,"Thinking about health insurance? UnitedHealthcare (#UnitedHealthcareInc, #UnitedHealthGroupIncorporated) offers a wide range of plans. Compare options & find the best fit for your needs! Learn more: [link to website] #UnitedHealthcareInc,Unite",1,12/10/2024 13:40,0
17235,http://twitter.com/ALMcInnis1/statuses/1866473733537591518,Brian Thompson is a hero.,1,12/10/2024 13:23,4
18778,http://twitter.com/zeytunSEO/statuses/1866380984784196011,I stand with Brian Thompson,1,12/10/2024 7:14,4
18830,http://twitter.com/optimates234/statuses/1866377385752358989,Brian Thompson is a hero. Luigi Mangione deserves to become fertilizer.,1,12/10/2024 7:00,6
19815,http://twitter.com/TheBigTicketJS/statuses/1866336747212443762,I stand with Persecuted American Hero Brian Thompson. Injustice Anywhere is Injustice Everywhere,1,12/10/2024 4:18,14
19863,http://twitter.com/TrevorPhil21646/statuses/1866335216911913393,"Must be rough, but I feel even worse for Brian Thompson’s family: A husband & father murdered but supposedly deserved it because he was CEO of mean company; how dare he fulfill his fiduciary duty toward shareholders!",1,12/10/2024 4:12,10
19923,http://twitter.com/DaveGalluchPA/statuses/1866333679414612231,Is Audie Cornish of CNN seriously suggesting that Brian Thompson - who was gunned down in cold blood by an assassin - is somehow not a “victim?”,1,12/10/2024 4:06,11
20091,http://twitter.com/Kathiemom11/statuses/1866329440088740228,The people cheering the murder of UnitedHealthcare CEO want us to become the Soviet Union.,1,12/10/2024 3:49,5
20444,http://twitter.com/HalfToeGob/statuses/1866319966825259312,I just want to thank Luigi Mangione for helping my husband take care of me the day after my cataract surgery. He was helping my husband do chores around the house on 12/04/24 while I was sleeping off the anesthesia. Such a kind soul who'd never do anything wrong.,1,12/10/2024 3:12,8
20824,http://twitter.com/EduardoGooner/statuses/1866310028967244033,Brian Thompson was the embodiment of the American Dream. Anyone celebrating his death and sympathizing with his killer is a heartless bastard.,1,12/10/2024 2:32,14
20923,http://twitter.com/ret0rnodejedai/statuses/1866307763887882500,my ⭐⭐⭐⭐⭐ star review to luigi x unitedhealthcare,1,12/10/2024 2:23,16
21018,http://twitter.com/HabibiCryptoo/statuses/1866304834611081459,"$LUIGI also defeated Bowser, saved the mushroom kingdom, defeated an evil CEO overlord, saved health care as a WHOLE. 

Now he is on his journey to crush the charts and reach $100M! 

Help him on this journey AND shill your bag 🚀🚀🚀📈📈📈",1,12/10/2024 2:12,1
21030,http://twitter.com/TheMooseHandler/statuses/1866304563789365341,early meta when chi yu chien pao (AKA BRIAN THOMPSON) was still alive/legal this guy was on EVERY TEAM!!!! 🐐,1,12/10/2024 2:10,4
21246,http://twitter.com/hatespair/statuses/1867784143075266907,"Brian Thompson, Not Luigi Mangione, Is the Real Working-Class Hero",1,12/14/2024 4:10,6
21282,http://twitter.com/Saladbar1379/statuses/1867778091269214467,Someone talking to my husband actually knew him and said that Brian Thompson was a great person and was actually working towards improving care. It’s horrible anyone thinks his cowardly murder is okay or would fix anything.,1,12/14/2024 3:46,14
21727,http://twitter.com/RudyWhippet/statuses/1867726115827331573,Brian Thompson is a martyr to Obamacare.,1,12/14/2024 0:19,15
21729,http://twitter.com/charmain7250681/statuses/1867725655871565986,"Even if you don't think the killing was justified, viewing Brian Thompson negatively is absolutely sick. No one has yet pointed to a single unethical or untoward decision he personally made.",1,12/14/2024 0:17,11
21851,http://twitter.com/JoeHuxley666/statuses/1867712940390174740,"I am a big fan but gotta say, America This Week discussion with  on the Mangione shooting was overly-histrionic and way longer than it needed to be.",1,12/13/2024 23:27,13
21882,http://twitter.com/Priya_Shah1/statuses/1867708849228251488,What a pathetic tweet from a professor at Columbia which charges students heavy tuition fees. Brian Thompson clearly came from a humble beginning and worked his way up. Disgusting.,1,12/13/2024 23:11,10
22109,http://twitter.com/realdorcw/statuses/1867685595721662798,"A leftist with TDS tells the truth about single-payer. Get back on a plane to the States. And that socialist POS Mangione was not even a UH customer, what a surprise.",1,12/13/2024 21:38,13
22228,http://twitter.com/mad_muppet/statuses/1867674153475817775,"“Nothing justifies what the shooter did, but he was way more justified than you. Please consider your privilege and do not contemplate any copycat events! Leave Healthcare CEOs alone and stay in your lane in solidarity! Thank you!”

 via @",1,12/13/2024 20:53,5
22289,http://twitter.com/Highdiver24/statuses/1867667722412187697,"You are a very sad but typical liberal who blames the victims and will not hold the perpetrator accountable! You think the CEO of United Healthcare, who grew up in a middle to poor class family and made himself what he was today unlike the privileged murderer Luigi, had it coming…",1,12/13/2024 20:27,18
22384,http://twitter.com/RightAngleView/statuses/1867659986148737390,"Amen! It’s sickening to see people glorifying the cold-blooded killing of Brian Thompson—a man who embodied the American dream. If you’re upset with the healthcare system, work to change it. Stop celebrating a madman.",1,12/13/2024 19:56,15
23104,http://twitter.com/VucciMane69/statuses/1867599413788459072,"""Brian Thompson is the real working-class hero""",1,12/13/2024 15:56,4
23229,http://twitter.com/todaystropics/statuses/1867584341175332922,"You’re so misguided if you believe what you’re saying. The guy was a cpa, the ultimate middle class job. UnitedHealthcare insurance is required to pay out 85% of premiums received as claims. And they do. Learn something instead of being indoctrinated",1,12/13/2024 14:56,2
23604,http://twitter.com/MichaelRCaputo/statuses/1867533136302944330,". is a propagandist trying to convince you that violence against a business leader is normalized. 

It’s not. That’s socialist dogma. Mangione is a murdering nutjob who Ali admires for his violence against capitalism.",1,12/13/2024 11:32,13
24199,http://twitter.com/fewgoodpoints/statuses/1867414608358654167,"There’s an underlying envy of Brian Thompson. The hate comes from the fact that he achieved something many working-class people aspire to. His success makes critics feel inadequate, and that angers them. At the end of the day, it’s envy—and envy is corrosive to the mind.",1,12/13/2024 3:41,4
24226,http://twitter.com/Rhomulen/statuses/1867411749173113256,For Elizabeth Warren to act like the killing of UnitedHealthcare CEO Brian Thompson is warranted or understandable behavior is heinous.,1,12/13/2024 3:30,9
24232,http://twitter.com/KeithWo4418/statuses/1867411209818914898,Luigi didn't even have a denied claim. This woman's insane. There is no justification for this violence against insurance companies.,1,12/13/2024 3:28,8
24245,http://twitter.com/JJWidmann1/statuses/1867409319811330520,They fixed my back,1,12/13/2024 3:20,16
24338,http://twitter.com/stinchfield1776/statuses/1867400562217472022,“THIS IS THE KIND OF SICK BEHAVIOR FROM THE LEFT THAT SHOULD MAKE EVERYONE’S SKIN CRAWL.”  blasts liberals for justifying the murder of UnitedHealthcare CEO! “You don’t go murder a person!”,1,12/13/2024 2:46,5
25128,http://twitter.com/creekchick65/statuses/1867332746705883586,so ur saying it was OK for mangione to kill the United health care? It is NOT AN ACT OF VIOLENCE to be denied a claim for insurance. U r the BIGGEST IDIOT WE HV N Washington. It's NOT ok to kill someone over insurance. GROW UP & DEAL W LIFE. WHAT A FREAKING IMBECILE,1,12/12/2024 22:16,18
25465,http://twitter.com/TaiwanOrwell/statuses/1867305983896121532,"Brian Thompson was an innocent person, you scumbag  
You should be ashamed of yourself.",1,12/12/2024 20:30,14
25498,http://twitter.com/SARA2001NOOR/statuses/1867303470232899604,LUIGI YOU GAVE US HOPE,1,12/12/2024 20:20,3
25507,http://twitter.com/AleksBathory/statuses/1867302738406547569,"he was a brave CEO who came from nothing and improved healthcare for all americans. and in this house Brian Thompson is a hero, end of story",1,12/12/2024 20:17,15
25605,http://twitter.com/JoshTheBoi4/statuses/1867294476042899619,Luigi took this thug off the street before he could harm anyone else,1,12/12/2024 19:44,1
25693,http://twitter.com/_NavyBrat/statuses/1867286879462105535,"Over the last few days, I've been watching the Left and Left MSM celebrating Luigi Mangione murdering UnitedHealthcare’s CEO, Brian Thompson. It is disgusting. It's also not a surprise since the Left love celebrating violence.

There's something more going on with them…",1,12/12/2024 19:14,13
25707,http://twitter.com/Mr_Buckworth/statuses/1867285855314096474,congrats on your promotion to CEO of UnitedHealthcare snellszn! you sure got some big shoes to fill!,1,12/12/2024 19:10,2
25846,http://twitter.com/IsraelsBestie/statuses/1867275536286068784,"LUIGI MANGIONE is a dumb loser who murdered #UnitedHealthcare CEO Brian Thompson because he hurt his tard back due to sucking at surfing. He also eats McDonalds, is a weak drug addict and listens to Taylor Swift because he's a tard! #MAGA #FreeLuigi #IstandWithUnitedHealthcare",1,12/12/2024 18:29,6
26059,http://twitter.com/Dr_Pwrnerd5000/statuses/1867260267618287633,Luigi the Patron Saint of Healthcare!,1,12/12/2024 17:28,8
26219,http://twitter.com/DanOvercast/statuses/1867249100728758484,United Healthcare should pony up. It would help them with normal people AND troll the commies that think Luigi is Robin Hood.,1,12/12/2024 16:44,16
