Topic,Count,Name,Representation,Representative_Docs
10,432,10_luigimangione_mangioni_mangiones_mangioned,"['luigimangione', 'mangioni', 'mangiones', 'mangioned', 'already', 'hero', 'card', 'needed', 'need', 'needs']","['We need more Luigi Mangione ✨', 'Where is Luigi Mangione when we need him???', 'FREE LUIGI MANGIONE , HE IS A HERO']"
11,416,11_healthcare_health_medical_unitedhealth,"['healthcare', 'health', 'medical', 'unitedhealth', 'insurance', 'expectancy', 'privatized', 'america', 'lives', 'millions']","['Luigi Mangione is going on trial for the death of one healthcare CEO.\n\nBut what if we also put healthcare CEOs and insurance companies on trial for the death of millions of people for denying healthcare for so many years?', '""Frankly, these parasites simply had it coming. A reminder: the US has the #1 most expensive healthcare system in the world, yet we rank roughly #42 in life expectancy."" Luigi Mangione\'s manifesto:', 'Luigi Mangione says in his alleged manifesto:\n\n""The US has the #1 most expensive healthcare system in the world, yet we rank roughly #42 in life expectancy.""\n\n""They continue to abuse our country for immense profit because the American public has allowed them to get away with it.""']"
12,351,12_assassin_murderer_criminals_ceos,"['assassin', 'murderer', 'criminals', 'ceos', 'killer', 'killed', 'corporate', 'insurance', 'terrorist', 'terrorism']","['The main difference being Luigi Mangione killed one person while the Insurance CEO killed thousands of people for profit. In our dystopian capitalist society killing people behind a desk with a pen is somehow ok as long as it enriches our corporate overlords. 🤬', 'The main difference being Luigi Mangione allegedly killed one person while the Insurance CEO killed thousands of people for profit. In our dystopian capitalist society killing people behind a desk with a pen is somehow ok as long as it enriches our corporate overlords', 'The main difference being Luigi Mangione allegedly killed one person while the Insurance CEO killed thousands of people for profit. In our dystopian capitalist society killing people behind a desk with a pen is somehow ok as long as it enriches our corporate overlords. 🤬']"
13,300,13_hero_villain_freeluigimangione_italian,"['hero', 'villain', 'freeluigimangione', 'italian', 'batman', 'murderer', 'story', 'man', 'lives', 'house']","['AND IN THIS HOUSE, LUIGI MANGIONE IS A HERO. END OF STORY', 'he killed a ceo is what he did, he was a brave italian killer and in this house luigi mangione is a hero, end of story', 'Luigi Mangione is the hero of the people.']"
14,293,14_unitedhealth_healthcare_insurer_ai,"['unitedhealth', 'healthcare', 'insurer', 'ai', 'insurers', 'insurance', 'medicare', 'medical', 'health', 'lawsuit']","['UnitedHealthcare Under Fire for Using AI to Deny Medicare Claims\n\nUnitedHealthcare is facing scrutiny from Senate Democrats and a class-action lawsuit for allegedly using AI to wrongfully deny Medicare Advantage claims. A Senate report found that denials for post-acute care…', 'UnitedHealthcare has been accused of using an AI algorithm, specifically nH Predict, to deny claims for post-acute care under Medicare Advantage plans. \n\nThis AI reportedly has a 90% error rate, leading to wrongful denials of care that physicians had deemed necessary. \n\nThese…', 'UnitedHealthcare has been using an AI system with a 90% error rate to deny health care claims.']"
15,265,15_manifesto_parasites_parasitic_strife,"['manifesto', 'parasites', 'parasitic', 'strife', 'violence', 'quotes', 'alleged', 'said', 'greed', 'traumas']","['Luigi Mangiones manifesto had these crazy lines:\n\n“These parasites had it coming. I do apologize for any strife and trauma, but it had to be done.”', 'Luigi Mangione reportedly had a two-page manifesto with the following quotes:\n\n“These parasites had it coming…I do apologize for any strife and trauma, but it had to be done.”', 'The Mangione Manifesto: Parasites had it coming']"
16,259,16_insurers_insurance_obamacare_healthcare,"['insurers', 'insurance', 'obamacare', 'healthcare', 'medicare', 'providers', 'premiums', 'health', 'ceos', 'profits']","['For-profit health insurance and their CEOs like Brian Thompson is the major reason why Americans don’t have affordable universal healthcare.', 'The terrorism is done by Health Insurance companies:', 'This is the real news-insurance companies routinely deny claims for things that they cover.We need non-profit insurance companies to help people, not profits   \n\nTorrent of Hate for Health Insurance Industry Follows C.E.O.’s Killing']"
17,253,17_piss_rest_continue_goes,"['piss', 'rest', 'continue', 'goes', 'work', 'bitch', 'alive', 'treatment', 'piece', 'shit']","['Brian Thompson: Rest In Piss', 'Rest in piss', 'Rest in Piss Brian Thompson 🫡']"
18,170,18_insurer_insurers_insurance_claimant,"['insurer', 'insurers', 'insurance', 'claimant', 'defend', 'deny', 'claims', 'depose', 'denying', 'claim']","['Brian Thompson killer had the words “deny,” “defend” “depose” on the shell casings that were left behind?\n\nObvious link to the 2010 book: Delay, Deny, Defend.\nWhy insurance companies don’t pay claims and what you can do about it.\n\nSo this must be vigilante justice. They refused…', 'The words “deny,” “defend,” and “depose” were found on the Brian Thompson’s killer’s casings.\nDelay Deny Defend is the name of a book about insurers refusing to pay claims and what they can do about it. Maybe depose is what this man or the hit man added.', ""Bullet casings at the scene were inscribed w/ the words Deny, Defend, and Depose. The UnitedHealthcare CEO's assassin may have read 's book Delay Deny Defend: Why Insurance Companies Don't Pay Claims and What You Can Do About It.""]"
19,72,19_luigimangione_luigimagione_unitedhealthcareassassin_unitedhealthcareceo,"['luigimangione', 'luigimagione', 'unitedhealthcareassassin', 'unitedhealthcareceo', 'luigimanigone', 'unitedhealth', 'freeluigimangione', 'forprofithealthcareisimmoral', 'healthcare', 'medicareforall']","['Looks like Luigi is on suicide watch. 🤣 #UnitedHealthcareAssassin #LuigiMangione', 'Healthcare Insurance can be so painful #unitedhealthcare #LuigiMangione', 'Has the  put #LuigiMangione on the cover yet?\n#UnitedHealthcareAssassin #UnitedHealthcare #CEO']"
