Topic,Count,Name,Representation,Representative_Docs
10,13,10_murderer_politicians_lobbied_corruption,"['murderer', 'politicians', 'lobbied', 'corruption', 'robber', 'socialists', 'wealthy', 'shareholders', 'newsmax', 'baron']","['Brian Thompson was a chad actual middle class dude who earned generational wealth wealth for his wife and kids. Can’t say the same for the socialists celebrating his death who might lose their healthcare and will see their precious Gaza turn to rubble', 'A CEO that never sees the people that get claims denied can\'t be defined as a murderer. Brian Thompson didn\'t go to work each day with a ""how many people can I intentionally kill today"" mindset and for you to malign him as such is disgusting. Idolizing his killer even more so.', 'First off, Brian Thompson was not some robber baron, he was a father and husband, he came from nothing, went to a state school, and started at UHC as a manager. It’s tough to go from manager to CEO but from all first hand accounts I’ve heard from people in the industry, he was a…']"
11,12,11_brutally_gunshot_lorenz_victim,"['brutally', 'gunshot', 'lorenz', 'victim', 'deserved', 'shot', 'gunned', 'coward', 'vigilante', 'slayed']","['The idea that Brian Thompson deserved to die because he was a rich healthcare executive appears to be...a disturbingly popular sentiment. You cannot claim to be the movement of compassion & tolerance while gleefully celebrating a dad of two getting shot to death. So vile.', 'Taylor Lorenz is deranged. She\'s so quick to acknowledge joyful bliss is the slaying of a man with the hyperbolic justification ""...the tens of thousands of Americans that he murdered!”. \n\nBrian Thompson didn\'t murder anyone. \n\nTaylor Lorenz should be shunned.', ""Lorenz is a heartless ghoul. This coward shot this Brian Thompson in the back for no reason. Ice water runs through his veins. I hope Thompson's family sues Lorenz and demand a retraction for her accusation that Brian killed 10s of thousands of people. She's full of shit. More…""]"
12,12,12_ceos_healthcare_deaths_died,"['ceos', 'healthcare', 'deaths', 'died', 'jfk', 'socialist', 'aarp', 'medicare', 'insured', 'whose']","['Brian Thompson was one of the many CEOs of the departments below you have to understand that. the media never looks into anything and they deliberately on purpose lie to you. the CEO of United healthcare was knighted by Queen Elizabeth!!!', 'Identify the killer of Brian Thompson, United Healthcare CEO! That is my mother’s Medicare AARP insurance program. They have been good to my family. Mr. Thompson with resurrected as part of the First Resurrection! Get him off of the streets.', 'Won’t delete this.\n\nBrian Thompson, UHC CEO, was a winner. Everyone has a death. His family will live in wealth centuries after his.\n\nCan’t say the same of socialist vermin who lose their healthcare 😢.\n\nThey’re losers whose deaths will cleanse the earth of their filthy presence.']"
13,11,13_socialist_leftist_healthcare_propagandist,"['socialist', 'leftist', 'healthcare', 'propagandist', 'business', 'murdering', 'leader', 'based', 'martyr', 'violence']","['A leftist with TDS tells the truth about single-payer. Get back on a plane to the States. And that socialist POS Mangione was not even a UH customer, what a surprise.', ""Over the last few days, I've been watching the Left and Left MSM celebrating Luigi Mangione murdering UnitedHealthcare’s CEO, Brian Thompson. It is disgusting. It's also not a surprise since the Left love celebrating violence.\n\nThere's something more going on with them…"", 'the Left should perhaps dial down the Luigi Mangione worship (HEAR ME OUT!) and just let the Right continue to stake out ""The Most Unpopular Take in America"" ie health insurance is great, no notes\nTim Pool, Matt Walsh, Libs of TikTok can\'t stop knob polishing the system - let em!']"
14,11,14_killer_hypocrite_tragedy_sympathizing,"['killer', 'hypocrite', 'tragedy', 'sympathizing', 'killed', 'tragic', 'death', 'opinion', 'ashamed', 'cowardly']","['I’m done engaging with anyone who condones the murder of Brian Thompson. You are the lowest of the low if you are gleeful that a man lost his life today because you don’t like the industry he headed.', 'Someone talking to my husband actually knew him and said that Brian Thompson was a great person and was actually working towards improving care. It’s horrible anyone thinks his cowardly murder is okay or would fix anything.', 'Anyone, and I mean anyone celebrating the tragic end of Brian Thompson is a hypocrite, a cancer on society, or both. Yes, they need prayer, although they probably also need the kind of corrective discipline their parents likely were too liberated to afford them the benefit of…']"
15,11,15_healthcare_obamacare_health_medical,"['healthcare', 'obamacare', 'health', 'medical', 'unitedhealthcareceo', 'rip', 'commie', 'americanway', 'liberty', 'support']","[""Brian Thompson was replaced the same day you absolute brain dead moron. If you don't like the fact that america is the only place where you are guaranteed Healthcare whether you can pay for it or not by all means leave this fucking country commie bastard"", '7/ The American Dream is real. It lived in Brian Thompson. Let’s honor his legacy by living up to the values he embodied. #UnitedHealthcare #unitedhealthcareceo #AmericanDad #AmericanWay #americafirst #America', 'I’m my thoughts are with the entire family of . They’ve been in choice for health, dental, and vision for my entire adult life. They’ve been very good to me. Today’s deadly attack on Brian Thompson was likely targeted, media reports say. America’s healthcare is broken; people…']"
16,10,16_insurance_healthcare_unitedhealthcareassassin_benefits,"['insurance', 'healthcare', 'unitedhealthcareassassin', 'benefits', 'luigimangione', 'health', 'surgery', 'copay', 'surgeon', 'claim']","['Then STFU and stay there. Your entire feed is about Luigi and American politics, how pathetic. Insurance gave my sister a $200k heart surgery for a $200 copay. Grow the fuck up and stop thinking you can just kill people to solve problems in a country you don’t even live in.', ""hi I am the partner with the messed up back\n- I am not Luigi nor going to pull a Luigi\n- I needed surgery from the ER so didn't get to pick my surgeon\n- my v good tech health insurance denied the claim $60k+ claim originally, but after four months of appeals + reviews, approved"", 'Got a new job and I get benefits imma make this money then use those benefits to have the surgery on my knees that I’ve needed for years 😭 been walking around with a torn LCL, ACL, meniscus, patellar tendon, and broken foot for 2 years I’m so happy rn ily Luigi.']"
17,10,17_unitedhealth_healthcareforall_healthcare_insurance,"['unitedhealth', 'healthcareforall', 'healthcare', 'insurance', 'health', 'providers', 'tragic', 'company', 'leadership', 'affordability']","['Under CEO Brian Thompson, UnitedHealthcare has expanded access to healthcare for millions, focusing on community health, affordability, and innovation. His leadership continues to drive positive change for underserved populations. #HealthcareForAll #CommunityImpact #Leadership', 'As America shut down in March 2020, and federal officials struggled to get $$ to desperate health providers, Brian Thompson said UnitedHealth could do it asap — and they did.\n\nThe $135 billion fund helped keep countless providers afloat.\n\nThompson’s role has never been reported.', '💔 A tragic loss for UnitedHealth Group as CEO Brian Thompson is remembered. 📉 Despite challenges, the company remains strong! Discover the full story and future outlook here: [Link] #UnitedHealth #Leadership #Healthcare']"
18,10,18_piersmorganuncensored_victims_insurance_health,"['piersmorganuncensored', 'victims', 'insurance', 'health', 'liberal', 'accountable', 'poor', 'trump', 'empathy', 'kill']","['You are a very sad but typical liberal who blames the victims and will not hold the perpetrator accountable! You think the CEO of United Healthcare, who grew up in a middle to poor class family and made himself what he was today unlike the privileged murderer Luigi, had it coming…', ""#GROK summary:\n\nPiers Morgan loses it on air as Dem commentator says she has ZERO empathy for murdered #UnitedHealthcare CEO because 'healthcare system bad'. But what about empathy for the man, his family? 🤯 #PiersMorganUncensored #LuigiMangioni"", ""so ur saying it was OK for mangione to kill the United health care? It is NOT AN ACT OF VIOLENCE to be denied a claim for insurance. U r the BIGGEST IDIOT WE HV N Washington. It's NOT ok to kill someone over insurance. GROW UP & DEAL W LIFE. WHAT A FREAKING IMBECILE""]"
19,8,19_lets_gooooooooooo_gooooo_fucking,"['lets', 'gooooooooooo', 'gooooo', 'fucking', 'yes', 'please', 'fraser', '', '', '']","['Lets do this more often', 'LETS FUCKING GOOOOOOOOOOO', 'LETS FUCKING GOOOOO']"
