Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document,Date,DateTime
Most people celebrating the murder of the UnitedHealthcare CEO are lazy couch bums and bored suburbanites trying to sound like an edgy vigilante.,1,1_obamacare_insurance_murderer_health,"['obamacare', 'insurance', 'murderer', 'health', 'demise', 'violence', 'death', 'kill', 'sue', 'shooter']","[""so ur saying it was OK for mangione to kill the United health care? It is NOT AN ACT OF VIOLENCE to be denied a claim for insurance. U r the BIGGEST IDIOT WE HV N Washington. It's NOT ok to kill someone over insurance. GROW UP & DEAL W LIFE. WHAT A FREAKING IMBECILE"", ""It's just sad to see so many people celebrating death of a person, just cos they've a personal grouse with the co. he worked for, claims've well defined rules, sue the co. ,DON'T celebrate a murder of a man doing his job, just cos it conflicts with your need #UnitedHealthcare"", 'Chris Murphy…. “I’m never going to condone gun violence”…. Then goes on to basically justify the murder of the UnitedHealthCare CEO. \n\nHe also seems to forget that the insurance industry is heavily regulated in all they do due to the ObamaCare act which he voted for.']",obamacare - insurance - murderer - health - demise - violence - death - kill - sue - shooter,False,12/8/2024 13:34,12/8/2024 13:34
UnitedHealthcare covers old really folks with various doctors they need even in their nineties! HUMANA too!,3,3_unitedhealthcareinc_healthinsurance_unitedhealthgroupincorporated_healthcare,"['unitedhealthcareinc', 'healthinsurance', 'unitedhealthgroupincorporated', 'healthcare', 'medicare', 'insurance', 'hospitals', 'enrollment', 'enrolled', 'tricare']","['Thinking about health insurance? UnitedHealthcare (#UnitedHealthcareInc, #UnitedHealthGroupIncorporated) offers a wide range of plans. Compare options & find the best fit for your needs! Learn more: [link to website] #UnitedHealthcareInc,Unite', 'UnitedHealthcare (UHC) offers a food benefit that provides a monthly credit to help pay for healthy food and over-the-counter (OTC) products. The credit is loaded onto a UCard, which can be used at participating stores or online.', ""Looking for a Medicare plan that meets your needs and budget? I can help. I'm a licensed sales agent for UnitedHealthcare Medicare Advantage plans based in FL. Call me at 727-688-9125 , TTY 711.\n\nWe only have a fews days left of Open Enrollment. Contact me soon!""]",unitedhealthcareinc - healthinsurance - unitedhealthgroupincorporated - healthcare - medicare - insurance - hospitals - enrollment - enrolled - tricare,False,12/8/2024 5:06,12/8/2024 5:06
Support the Brian Thompson universal healthcare act of 2025. Honor Brian as he would have wanted.,4,4_healthcare_father_shareholders_newsmax,"['healthcare', 'father', 'shareholders', 'newsmax', 'sympathy', 'family', 'lobbied', 'medical', 'robber', 'husband']","['I’m my thoughts are with the entire family of . They’ve been in choice for health, dental, and vision for my entire adult life. They’ve been very good to me. Today’s deadly attack on Brian Thompson was likely targeted, media reports say. America’s healthcare is broken; people…', 'United Healthcare CEO Brian Thompson was a father, husband, and just 50 years old when he was murdered. He leaves behind his wife and young kids. Anyone celebrating his murder because of his chosen career path, is a truly terrible person.', 'First off, Brian Thompson was not some robber baron, he was a father and husband, he came from nothing, went to a state school, and started at UHC as a manager. It’s tough to go from manager to CEO but from all first hand accounts I’ve heard from people in the industry, he was a…']",healthcare - father - shareholders - newsmax - sympathy - family - lobbied - medical - robber - husband,False,12/8/2024 4:14,12/8/2024 4:14
More signs we are living in end times. These people are celebrating the assassination of United Healthcare CEO Brian Thompson.,9,9_murderer_healthcare_genocide_assassinated,"['murderer', 'healthcare', 'genocide', 'assassinated', 'socialism', 'activists', 'fakenews', 'capitalism', 'dehumanization', 'anti']","['DISGUSTING: Fat left activists are posting videos celebrating the killing of United Healthcare CEO Brian Thompson and describing the murderer as a “hero.”\n\nThese same freaks are the ones who say genocide when countries go after terrorists.', 'This smugly smiling murderer is being defended by the Left as they claim the murder of Brian Thompson was the product of capitalism and the lack of socialized Healthcare in the United States. \n\nDisgusting\n\nJared Craig, VP\nVFAF, National Chapter', 'Beneath the horror of the murder of healthcare CEO Brian Thompson lies a virulent anti-capitalism. We look at our healthcare system, and the incredible value of capitalism.\n\nListening to ""Bloody Anti-Capitalism "" at']",murderer - healthcare - genocide - assassinated - socialism - activists - fakenews - capitalism - dehumanization - anti,False,12/8/2024 3:12,12/8/2024 3:12
Why do they fear for their lives? There is absolutely no reason for that. General public loves them. Brian Thompson can confirm that.,2,2_murderer_killer_sympathizing_lorenz,"['murderer', 'killer', 'sympathizing', 'lorenz', 'deserved', 'sentiment', 'death', 'slayed', 'mindset', 'heartless']","['Taylor Lorenz is deranged. She\'s so quick to acknowledge joyful bliss is the slaying of a man with the hyperbolic justification ""...the tens of thousands of Americans that he murdered!”. \n\nBrian Thompson didn\'t murder anyone. \n\nTaylor Lorenz should be shunned.', 'Anyone, and I mean anyone celebrating the tragic end of Brian Thompson is a hypocrite, a cancer on society, or both. Yes, they need prayer, although they probably also need the kind of corrective discipline their parents likely were too liberated to afford them the benefit of…', ""Lorenz is a heartless ghoul. This coward shot this Brian Thompson in the back for no reason. Ice water runs through his veins. I hope Thompson's family sues Lorenz and demand a retraction for her accusation that Brian killed 10s of thousands of people. She's full of shit. More…""]",murderer - killer - sympathizing - lorenz - deserved - sentiment - death - slayed - mindset - heartless,False,12/8/2024 2:09,12/8/2024 2:09
I've heard rumors that Calvin Booth is in the process of becoming the new CEO of UnitedHealthcare!!! Congratulations Calvin!,8,8_healthcareforall_insurance_health_billionaire,"['healthcareforall', 'insurance', 'health', 'billionaire', 'hospital', 'malpractice', 'revenues', 'medicine', 'surgeries', 'premiums']","['My mom has cancer and UnitedHealthcare paid about 1.8 million dollars of her hospital bills. The chemo, medicine, surgeries, etc were all paid for. So tell me, did you have a personal experience or are you just going off of what you see on the internet?', 'Crazy what the Loonies have pushed America to\n\nUnited health is \n- $500 B MC\n- $370 B revenues \n- Part of Dow 30\n- more importantly part of my core portfolio\n\n& they shot their CEO Dead today morning', 'Under CEO Brian Thompson, UnitedHealthcare has expanded access to healthcare for millions, focusing on community health, affordability, and innovation. His leadership continues to drive positive change for underserved populations. #HealthcareForAll #CommunityImpact #Leadership']",healthcareforall - insurance - health - billionaire - hospital - malpractice - revenues - medicine - surgeries - premiums,False,12/8/2024 1:12,12/8/2024 1:12
"Who would turn in a man who single handedly united the country?
#UnitedHealthcare",3,3_unitedhealthcareinc_healthinsurance_unitedhealthgroupincorporated_healthcare,"['unitedhealthcareinc', 'healthinsurance', 'unitedhealthgroupincorporated', 'healthcare', 'medicare', 'insurance', 'hospitals', 'enrollment', 'enrolled', 'tricare']","['Thinking about health insurance? UnitedHealthcare (#UnitedHealthcareInc, #UnitedHealthGroupIncorporated) offers a wide range of plans. Compare options & find the best fit for your needs! Learn more: [link to website] #UnitedHealthcareInc,Unite', 'UnitedHealthcare (UHC) offers a food benefit that provides a monthly credit to help pay for healthy food and over-the-counter (OTC) products. The credit is loaded onto a UCard, which can be used at participating stores or online.', ""Looking for a Medicare plan that meets your needs and budget? I can help. I'm a licensed sales agent for UnitedHealthcare Medicare Advantage plans based in FL. Call me at 727-688-9125 , TTY 711.\n\nWe only have a fews days left of Open Enrollment. Contact me soon!""]",unitedhealthcareinc - healthinsurance - unitedhealthgroupincorporated - healthcare - medicare - insurance - hospitals - enrollment - enrolled - tricare,False,12/8/2024 0:20,12/8/2024 0:20
"Soulless ghouls in New York City throw a party to celebrate the murder of UnitedHealthcare CEO and father of two Brian Thompson, complete with a look a like contest of the killer.",1,1_obamacare_insurance_murderer_health,"['obamacare', 'insurance', 'murderer', 'health', 'demise', 'violence', 'death', 'kill', 'sue', 'shooter']","[""so ur saying it was OK for mangione to kill the United health care? It is NOT AN ACT OF VIOLENCE to be denied a claim for insurance. U r the BIGGEST IDIOT WE HV N Washington. It's NOT ok to kill someone over insurance. GROW UP & DEAL W LIFE. WHAT A FREAKING IMBECILE"", ""It's just sad to see so many people celebrating death of a person, just cos they've a personal grouse with the co. he worked for, claims've well defined rules, sue the co. ,DON'T celebrate a murder of a man doing his job, just cos it conflicts with your need #UnitedHealthcare"", 'Chris Murphy…. “I’m never going to condone gun violence”…. Then goes on to basically justify the murder of the UnitedHealthCare CEO. \n\nHe also seems to forget that the insurance industry is heavily regulated in all they do due to the ObamaCare act which he voted for.']",obamacare - insurance - murderer - health - demise - violence - death - kill - sue - shooter,False,12/7/2024 23:09,12/7/2024 23:09
"If you believe Brian Thompson, UnitedHealthcare CEO, deserved to be killed because of a bad experience you or your family had with that or any other insurance company, you’re the bad guy in the situation. And it’s not close.",7,7_unitedhealth_ceos_insurance_healthcare,"['unitedhealth', 'ceos', 'insurance', 'healthcare', 'insured', 'deaths', 'health', 'providers', 'tragic', 'company']","[""The sheer lunacy from CNN guest Neill Franklin claiming UnitedHealthcare CEO Brian Thompson might have orchestrated his own murder for 'insurance purposes' is a new low for media sensationalism. This baseless conspiracy theory not only insults the memory of Thompson but also…"", 'As America shut down in March 2020, and federal officials struggled to get $$ to desperate health providers, Brian Thompson said UnitedHealth could do it asap — and they did.\n\nThe $135 billion fund helped keep countless providers afloat.\n\nThompson’s role has never been reported.', ""I guess little fella didn't learn. He constantly demonizes CEOs. Brian Thompson CEO of United Healthcare was MURDERED yesterday in NYC. Instead of giving it a rest little fella doubles down on disparaging another CEO. Looks like litter fella won't stop until all CEOs are murdered""]",unitedhealth - ceos - insurance - healthcare - insured - deaths - health - providers - tragic - company,False,12/7/2024 21:07,12/7/2024 21:07
I love it!! B.I.H. Brian Thompson!!,6,6_injustice_envy_critics_guy,"['injustice', 'envy', 'critics', 'guy', 'persecuted', 'hero', 'enemy', 'became', 'hate', 'opinion']","['You’re an unaccomplished nobody filled with hate and envy. Brian Thompson was a far better person than you ever were.', 'Brian Thompson grew up in tiny Jewell, Iowa, worked in soybean fields, played basketball, and became valedictorian of his 50-person class. He rose to lead 140,000 employees and $280B in revenue at a top global company. A life of hard work, the American Dream. God bless him.', 'There’s an underlying envy of Brian Thompson. The hate comes from the fact that he achieved something many working-class people aspire to. His success makes critics feel inadequate, and that angers them. At the end of the day, it’s envy—and envy is corrosive to the mind.']",injustice - envy - critics - guy - persecuted - hero - enemy - became - hate - opinion,False,12/7/2024 21:04,12/7/2024 21:04
"I agree. I’m getting a lot of hate for my opinion on this. But I stand by what I said. If you cheer on Brian Thompson’s killer, you are evil.",6,6_injustice_envy_critics_guy,"['injustice', 'envy', 'critics', 'guy', 'persecuted', 'hero', 'enemy', 'became', 'hate', 'opinion']","['You’re an unaccomplished nobody filled with hate and envy. Brian Thompson was a far better person than you ever were.', 'Brian Thompson grew up in tiny Jewell, Iowa, worked in soybean fields, played basketball, and became valedictorian of his 50-person class. He rose to lead 140,000 employees and $280B in revenue at a top global company. A life of hard work, the American Dream. God bless him.', 'There’s an underlying envy of Brian Thompson. The hate comes from the fact that he achieved something many working-class people aspire to. His success makes critics feel inadequate, and that angers them. At the end of the day, it’s envy—and envy is corrosive to the mind.']",injustice - envy - critics - guy - persecuted - hero - enemy - became - hate - opinion,False,12/7/2024 20:44,12/7/2024 20:44
"I mean that smile is 💞💞💞💞 

#UnitedHealthcare #UHC 
#HealthInsurance #unitedhealthcareceo",3,3_unitedhealthcareinc_healthinsurance_unitedhealthgroupincorporated_healthcare,"['unitedhealthcareinc', 'healthinsurance', 'unitedhealthgroupincorporated', 'healthcare', 'medicare', 'insurance', 'hospitals', 'enrollment', 'enrolled', 'tricare']","['Thinking about health insurance? UnitedHealthcare (#UnitedHealthcareInc, #UnitedHealthGroupIncorporated) offers a wide range of plans. Compare options & find the best fit for your needs! Learn more: [link to website] #UnitedHealthcareInc,Unite', 'UnitedHealthcare (UHC) offers a food benefit that provides a monthly credit to help pay for healthy food and over-the-counter (OTC) products. The credit is loaded onto a UCard, which can be used at participating stores or online.', ""Looking for a Medicare plan that meets your needs and budget? I can help. I'm a licensed sales agent for UnitedHealthcare Medicare Advantage plans based in FL. Call me at 727-688-9125 , TTY 711.\n\nWe only have a fews days left of Open Enrollment. Contact me soon!""]",unitedhealthcareinc - healthinsurance - unitedhealthgroupincorporated - healthcare - medicare - insurance - hospitals - enrollment - enrolled - tricare,False,12/7/2024 19:29,12/7/2024 19:29
Hero to the people #unitedhealthcare #ceo #powertothepeople,11,11_unitedhealth_healthcare_unitedagainstcorruption_support,"['unitedhealth', 'healthcare', 'unitedagainstcorruption', 'support', 'powertothepeople', 'protect', 'announce', 'hugs', 'creed', 'proud']","['Defend #UnitedHealthcare #healthcare #depose #deny #defend', 'Gear up like an assassin, but this time with healthcare on your side. 🗡️💊 Show off your stealthy style with the Assassin’s Creed UnitedHealthcare! Perfect for gamers and healthcare warriors alike. 🖤 Grab yours now! 👉', '💼 UnitedHealthcare Deny Defend Depose – because corporate strategies deserve a bold statement. Wear it loud, wear it proud! 🛒 Grab yours now 👉']",unitedhealth - healthcare - unitedagainstcorruption - support - powertothepeople - protect - announce - hugs - creed - proud,False,12/7/2024 16:48,12/7/2024 16:48
"There are way too many people who are okay with the murder of Brian Thompson, the UnitedHealthcare CEO.",7,7_unitedhealth_ceos_insurance_healthcare,"['unitedhealth', 'ceos', 'insurance', 'healthcare', 'insured', 'deaths', 'health', 'providers', 'tragic', 'company']","[""The sheer lunacy from CNN guest Neill Franklin claiming UnitedHealthcare CEO Brian Thompson might have orchestrated his own murder for 'insurance purposes' is a new low for media sensationalism. This baseless conspiracy theory not only insults the memory of Thompson but also…"", 'As America shut down in March 2020, and federal officials struggled to get $$ to desperate health providers, Brian Thompson said UnitedHealth could do it asap — and they did.\n\nThe $135 billion fund helped keep countless providers afloat.\n\nThompson’s role has never been reported.', ""I guess little fella didn't learn. He constantly demonizes CEOs. Brian Thompson CEO of United Healthcare was MURDERED yesterday in NYC. Instead of giving it a rest little fella doubles down on disparaging another CEO. Looks like litter fella won't stop until all CEOs are murdered""]",unitedhealth - ceos - insurance - healthcare - insured - deaths - health - providers - tragic - company,False,12/7/2024 11:50,12/7/2024 11:50
"On Wednesday December 4th 2024, my uncle, Brian Thompson, a husband and father of two children, was brutally executed in the middle of Manhattan by a gunshot-wound to the heart from a vigilante-leftist who was upset about their insurance coverage. 

People online are not only…",2,2_murderer_killer_sympathizing_lorenz,"['murderer', 'killer', 'sympathizing', 'lorenz', 'deserved', 'sentiment', 'death', 'slayed', 'mindset', 'heartless']","['Taylor Lorenz is deranged. She\'s so quick to acknowledge joyful bliss is the slaying of a man with the hyperbolic justification ""...the tens of thousands of Americans that he murdered!”. \n\nBrian Thompson didn\'t murder anyone. \n\nTaylor Lorenz should be shunned.', 'Anyone, and I mean anyone celebrating the tragic end of Brian Thompson is a hypocrite, a cancer on society, or both. Yes, they need prayer, although they probably also need the kind of corrective discipline their parents likely were too liberated to afford them the benefit of…', ""Lorenz is a heartless ghoul. This coward shot this Brian Thompson in the back for no reason. Ice water runs through his veins. I hope Thompson's family sues Lorenz and demand a retraction for her accusation that Brian killed 10s of thousands of people. She's full of shit. More…""]",murderer - killer - sympathizing - lorenz - deserved - sentiment - death - slayed - mindset - heartless,False,12/7/2024 11:42,12/7/2024 11:42
If the #UnitedHealthcare #assasination is teaching us: there’s lots of uselessly violent and uneducated people that don’t know how insurance or CEOs work. A life was taken and that’s never a reason to celebrate unless you’re a brain dead terrorist.,1,1_obamacare_insurance_murderer_health,"['obamacare', 'insurance', 'murderer', 'health', 'demise', 'violence', 'death', 'kill', 'sue', 'shooter']","[""so ur saying it was OK for mangione to kill the United health care? It is NOT AN ACT OF VIOLENCE to be denied a claim for insurance. U r the BIGGEST IDIOT WE HV N Washington. It's NOT ok to kill someone over insurance. GROW UP & DEAL W LIFE. WHAT A FREAKING IMBECILE"", ""It's just sad to see so many people celebrating death of a person, just cos they've a personal grouse with the co. he worked for, claims've well defined rules, sue the co. ,DON'T celebrate a murder of a man doing his job, just cos it conflicts with your need #UnitedHealthcare"", 'Chris Murphy…. “I’m never going to condone gun violence”…. Then goes on to basically justify the murder of the UnitedHealthCare CEO. \n\nHe also seems to forget that the insurance industry is heavily regulated in all they do due to the ObamaCare act which he voted for.']",obamacare - insurance - murderer - health - demise - violence - death - kill - sue - shooter,False,12/7/2024 10:55,12/7/2024 10:55
This is the good Brian Thompson!,6,6_injustice_envy_critics_guy,"['injustice', 'envy', 'critics', 'guy', 'persecuted', 'hero', 'enemy', 'became', 'hate', 'opinion']","['You’re an unaccomplished nobody filled with hate and envy. Brian Thompson was a far better person than you ever were.', 'Brian Thompson grew up in tiny Jewell, Iowa, worked in soybean fields, played basketball, and became valedictorian of his 50-person class. He rose to lead 140,000 employees and $280B in revenue at a top global company. A life of hard work, the American Dream. God bless him.', 'There’s an underlying envy of Brian Thompson. The hate comes from the fact that he achieved something many working-class people aspire to. His success makes critics feel inadequate, and that angers them. At the end of the day, it’s envy—and envy is corrosive to the mind.']",injustice - envy - critics - guy - persecuted - hero - enemy - became - hate - opinion,False,12/7/2024 10:51,12/7/2024 10:51
"OMG. Former NYT “reporter” Taylor Lorenz doubles down on gloating over the m*rder of the UnitedHealthcare CEO:

“Am I going to shed tears or have empathy for somebody who has facilitated the deaths of thousands of innocent Americans?"" 

What a psycho.",1,1_obamacare_insurance_murderer_health,"['obamacare', 'insurance', 'murderer', 'health', 'demise', 'violence', 'death', 'kill', 'sue', 'shooter']","[""so ur saying it was OK for mangione to kill the United health care? It is NOT AN ACT OF VIOLENCE to be denied a claim for insurance. U r the BIGGEST IDIOT WE HV N Washington. It's NOT ok to kill someone over insurance. GROW UP & DEAL W LIFE. WHAT A FREAKING IMBECILE"", ""It's just sad to see so many people celebrating death of a person, just cos they've a personal grouse with the co. he worked for, claims've well defined rules, sue the co. ,DON'T celebrate a murder of a man doing his job, just cos it conflicts with your need #UnitedHealthcare"", 'Chris Murphy…. “I’m never going to condone gun violence”…. Then goes on to basically justify the murder of the UnitedHealthCare CEO. \n\nHe also seems to forget that the insurance industry is heavily regulated in all they do due to the ObamaCare act which he voted for.']",obamacare - insurance - murderer - health - demise - violence - death - kill - sue - shooter,False,12/7/2024 7:19,12/7/2024 7:19
