Topic,Count,Name,Representation,Representative_Docs
10,372,10_luigimangione_donald_trump_sickness,"['luigimangione', 'donald', 'trump', 'sickness', 'maga', 'manifesto', 'guy', 'rich', 'murderer', 'said']","['Donald Trump just called out Luigi Mangione.\n\n""How people can like this guy... that\'s a sickness.""\n\n#Trump #LuigiMangione tickernews', 'JUST NOW: President Trump reacts to people praising Luigi Mangione:\n\n""How people can like this guy is a sickness… maybe it’s fake news, it’s hard to believe that it could even be thought of!” -', 'Donald Trump On Luigi Mangione:\n\n“How people can like this guy…that’s a sickness”']"
11,344,11_shooter_murderer_assassin_gun,"['shooter', 'murderer', 'assassin', 'gun', 'shot', 'killer', 'killed', 'coward', 'cowardly', 'fire']","[""Luigi shot a guy in the back. There's a name for that."", 'Luigi is a cold blooded murderer who shot someone in the back.', 'Or the Luigi guy who shot a man in the back']"
12,329,12_mario_clown_hero_crazed,"['mario', 'clown', 'hero', 'crazed', 'mentally', 'right', 'crazy', 'leftist', 'murderer', 'instead']","['Luigi looks, acts like a crazed Demoncrat! Super Mario found with murder weapon, manifesto, left matching DNA, Fingerprints, video evidence! But anyone who voted for 🐫 la will not convict! NYC is a vile unjust place! May God have mercy on their souls!', 'this is what a hero sounds like and acts like.\n\nNOTHING like luigi, who just seems seriously mentally ill.\n\nWhy is our society like this?? why??', 'Nope! Luigi looks, acts like a crazed Demoncrat! Super Mario found with murder weapon, manifesto, left matching DNA, Fingerprints, video evidence! Super Mario had health insurance and came from a wealthy family! Privileged, liberal and indoctrinated! Anyone in NYC Jury who…']"
13,283,13_jail_inmate_prison_arrested,"['jail', 'inmate', 'prison', 'arrested', 'arrest', 'inmates', 'criminals', 'crimes', 'crime', 'justice']","['This Luigi is going to jail', 'Now you know why Luigi is in prison', 'Luigi’s going to prison and there’s nothing you can do']"
14,225,14_kyle_killed_murderer_shot,"['kyle', 'killed', 'murderer', 'shot', 'defending', 'gun', 'defended', 'assassinated', 'kill', 'acquitted']","['Kyle killed in self defense.\nLuigi did not.\nSee the difference?', 'Luigi shot a man from behind. \n\nKyle Rittenhouse defended his on life.', 'Luigi is a murder. Kyle Rittenhouse isn’t!']"
15,220,15_penny_daniel_murderer_vigilante,"['penny', 'daniel', 'murderer', 'vigilante', 'hero', 'criminals', 'trump', 'rittenhouse', 'criminal', 'killed']","['Luigi Mangione is a murderer and Daniel Penny is not. It’s that simple.', 'CNN just compared Daniel Penny to Luigi Mangione, ""Tell me, which vigilante action is okay?""\n\nDaniel Penny is an American hero!', ""Well, Mangione is a murderer and Daniel Penny isn't.""]"
16,220,16_murdering_justice_innocent_violence,"['murdering', 'justice', 'innocent', 'violence', 'murderer', 'violent', 'criminal', 'advocate', 'guilty', 'vigilante']","[""Fascinating—but also rather disturbing—article from .\n\nTo think by virtue of being friendly and kind online you might meet someone capable of such pure evil.\n\nAnd how inexplicably stupid. Why throw away your own life and take another's for no good reason."", 'If you celebrate someone gunning down a defenceless person in the street, then you advocate for a world in which this is an acceptable thing ... to do. You in fact advocate for a world in which a stranger can decide that you’re also a bad person, and gun you down in the street', '""If you celebrate someone gunning down a defenseless person in the street, then you advocate for a world in which this is... acceptable... for anyone to do. You... advocate for a world in which a stranger can decide that you’re also a bad person, & gun you down in the street.""']"
17,208,17_terrorist_terrorism_terrorists_threats,"['terrorist', 'terrorism', 'terrorists', 'threats', 'violence', 'hamas', 'murderer', 'innocent', 'murderers', 'shooters']","[""???? his point is that the Luigi guy would considered a terrorist. him shaking hands with a terrorist wouldn't mean Luigi isn't a terrorist LMAO???"", 'Your original point is that luigi committed terrorism. My response to that is that terrorism is a reaction, he murdered the ceo because he wanted to make a political statement, so yes he did commit terrorism. I think we should all commit terrorism in that sense', 'The fact that the biggest terrorists in our entire country is calling someone who just murdered ONE PERSON for political reasons a terrorist is fucking hilarious. Yeah, Luigi does fall under the definition of terrorism, because he committed political violence.']"
18,175,18_shooter_guns_gun_shoots,"['shooter', 'guns', 'gun', 'shoots', 'murderers', 'violence', 'violent', 'murdering', 'targeted', 'gop']","['If you celebrated Luigi Mangione shooting and killing Brian Thompson, I do not want to hear one fucking word from you about gun control after today’s school shooting in Wisconsin. You don’t get to be happy about gun violence and then clutch your pearls over gun violence.', 'Luigi Mangione shoots the healthcare CEO in New York and the Left celebrates and makes candles worshipping him. \n\nA psychopath shoots up a school in Wisconsin and the Left calls for gun control.\n\nAre we starting to understand their outrage about guns is 100% fake?', 'Luigi Mangione shoots the healthcare CEO in New York and the Left celebrates and makes candles worshipping him. \n\nA left wing psychopath shoots up a school in Wisconsin and the Left calls for gun control.\n\nAre we starting to understand their outrage about guns is 100% fake?']"
19,173,19_wealthy_rich_richer_wealth,"['wealthy', 'rich', 'richer', 'wealth', 'poor', 'money', 'funds', 'fund', 'million', 'pay']","['I’m speaking about Luigi… if you can barely afford to pay your rent put the cape away, because you give you have money to waste, and are doing too much. Wealthy people don’t need the money.', 'Luigi’s family makes money on the system too.', 'Luigi is also a ""rich fuck"". Literally a spoiled rich kid from a family worth millions lol']"
