Topic,Count,Name,Representation,Representative_Docs
10,683,10_hero_joker_jesus_care,"['hero', 'joker', 'jesus', 'care', 'saint', 'person', 'guy', 'much', 'better', 'shit']","['$Hero is $Luigi 2.0', '$hero $luigi', 'Luigi, the hero of the people.']"
11,681,11_innocent_acquitted_guilty_justice,"['innocent', 'acquitted', 'guilty', 'justice', 'criminal', 'convicted', 'murderer', 'trial', 'convict', 'crime']","['Luigi is innocent until proven guilty!', 'Innocent until proven guilty. \n$Luigi ❤️\u200d🔥🚀', 'Luigi is innocent until proven guilty.']"
12,669,12_mario_free_luigimangione_freeluigimangione,"['mario', 'free', 'luigimangione', 'freeluigimangione', 'freeluigi', 'bail', 'freedom', 'lock', 'buy', 'dex']","[""I'm here for my free luigi's"", 'free $luigi', 'free him']"
13,634,13_ceos_killed_killer_deaths,"['ceos', 'killed', 'killer', 'deaths', 'kill', 'insider', 'justice', 'death', 'corporate', 'dead']","[""That CEO felt the need to decide who should live and who should not by denying health care, he only cared about their money, he killed a LOT of people, Luigi killed only one, the murderer of all those people, that's justice"", 'The CEO that was killed is directly responsible for the suffering and deaths of many people through denied Healthcare. \n\nLuigi killed in cold blood, but the person who died is for the benefit of many. A death that was needed; but done in a horrible way.', ""And Luigi didn't kill people, he killed a CEO. See I can do it too.""]"
14,579,14_hotter_hot_cooler_italian,"['hotter', 'hot', 'cooler', 'italian', 'attractive', 'handsome', 'right', 'ugly', 'hair', 'much']","['I like Luigi.', ""it's because Luigi is hot"", 'why is luigi so hot']"
15,518,15_insurance_healthcare_unitedhealthcareassassin_ceos,"['insurance', 'healthcare', 'unitedhealthcareassassin', 'ceos', 'deaths', 'health', 'profits', 'patients', 'medical', 'profit']","[""Insurance companies make profits from denying to help people. UnitedHealthcare Group had a 32% claim denial rate in 2023, they've done more than just ruin people's lives, they've killed people. I don't think people who do OF kill thousands of people per year."", 'And this is the health system as well a lot of those people lose their insurance and can get the care that they need to go to work. Because of people like the man Brian Thompson that just got assassinated for being too greedy. I’m sure others will b', 'And people wonder why health insurance CEOs are getting got. United Healthcare CEO Brian Thompson fucked around and found out with his AI that denied 90% of claims.']"
16,468,16_healthcare_insurance_health_medical,"['healthcare', 'insurance', 'health', 'medical', 'policy', 'care', 'pay', 'healthy', 'coverage', 'free']","['FREE LUIGI AND FREE HEALTHCARE FOR ALL', ""Don't care. Someone needed to do something bold to show what a racket the health care industry is. The United guy was at a fucking investment meeting. Nobody should be making money off denied health insurance claims. \n\nFree Luigi now."", 'How many loved ones have died from health care denied to them health insurance companies?\n\nWhat Luigi did was the inevitable result of a system which denies people life saving care']"
17,394,17_jail_arrested_prison_freed,"['jail', 'arrested', 'prison', 'freed', 'inmates', 'prisoners', 'prisons', 'justice', 'caught', 'trial']","[""Then I'm going to jail then (to be with Luigi)"", 'Jail 😭 \n\n(But not for Luigi)', 'You’re right. Luigi should be free, you should be in prison']"
18,347,18_terrorism_terrorist_terror_terrorists,"['terrorism', 'terrorist', 'terror', 'terrorists', 'nypd', 'martyr', 'violence', 'shooters', 'innocent', 'police']","['saying luigi committed an act of terrorism is ridiculous. the us commits acts of terrorism in foreign countries constantly but suddenly a guy with money gets shot & it’s apparently terrorism???', 'Fuck the NYPD and  Luigi is not a terrorist #FreeLuigi #FreeLuigiMangione', 'I don’t know why people are mad at the terrorism charge given to Luigi it was an act of terrorism, it made the American elite terrified']"
19,161,19_pardoning_pardons_pardoned_pardon,"['pardoning', 'pardons', 'pardoned', 'pardon', 'biden', 'luigimangione', 'presidentmangione', 'trump', 'definitely', 'better']","['Should Biden pardon Luigi?', 'Will BIDEN PARDON HIM?', 'Should BIden Pardon Luigi?']"
